CardID,CustomerID,AccountID,CardType,CardStatus,IssueDate,ExpiryDate
CARD0317,CUST0075,ACC0207,Amex Platinum,Blocked,2025-03-12,2030-03-11
CARD0318,CUST0224,ACC0279,Amex Platinum,Blocked,2025-04-30,2030-04-29
CARD0319,CUST0239,ACC0884,Mastercard Standard,Active,2025-04-17,2030-04-16
CARD0320,CUST0753,ACC0801,Mastercard Standard,Blocked,2024-04-11,2029-04-10
CARD0321,CUST0500,ACC0493,Amex Platinum,Blocked,2021-12-24,2026-12-23
CARD0322,CUST0973,ACC0082,Visa Gold,Active,2023-04-17,2028-04-15
CARD0323,CUST0330,ACC0974,Amex Platinum,Active,2021-07-08,2026-07-07
CARD0324,CUST0398,ACC0996,Visa Platinum,Blocked,2023-09-17,2028-09-15
CARD0325,CUST0009,ACC0369,Visa Platinum,Active,2024-12-15,2029-12-14
CARD0326,CUST0703,ACC0408,Visa Platinum,Expired,2025-09-15,2030-09-14
CARD0327,CUST0982,ACC0387,Visa Platinum,Blocked,2024-06-18,2029-06-17
CARD0328,CUST0206,ACC0172,Mastercard Standard,Expired,2021-07-23,2026-07-22
CARD0329,CUST0666,ACC0483,Visa Gold,Blocked,2025-02-13,2030-02-12
CARD0330,CUST0062,ACC0452,Mastercard Standard,Active,2021-03-31,2026-03-30
CARD0331,CUST0915,ACC0433,Visa Platinum,Expired,2024-06-20,2029-06-19
CARD0332,CUST0929,ACC0518,Amex Platinum,Active,2022-12-28,2027-12-27
CARD0333,CUST0767,ACC0625,Visa Platinum,Blocked,2021-02-27,2026-02-26
CARD0334,CUST0223,ACC0753,Amex Platinum,Active,2023-04-17,2028-04-15
CARD0335,CUST0576,ACC0444,Visa Gold,Expired,2025-09-18,2030-09-17
CARD0336,CUST0197,ACC0779,Visa Platinum,Expired,2025-12-27,2030-12-26
CARD0337,CUST0001,ACC0160,Visa Platinum,Active,2021-11-12,2026-11-11
CARD0338,CUST0016,ACC0840,Visa Platinum,Blocked,2023-02-05,2028-02-04
CARD0339,CUST0536,ACC0977,Visa Platinum,Blocked,2025-09-20,2030-09-19
CARD0340,CUST0331,ACC0813,Visa Gold,Active,2022-01-26,2027-01-25
CARD0341,CUST0794,ACC0494,Visa Platinum,Blocked,2023-08-05,2028-08-03
CARD0342,CUST0809,ACC0021,Amex Platinum,Active,2025-11-01,2030-10-31
CARD0343,CUST0862,ACC0781,Visa Gold,Expired,2024-06-17,2029-06-16
CARD0344,CUST0189,ACC0391,Mastercard Standard,Expired,2024-10-17,2029-10-16
CARD0345,CUST0738,ACC0438,Visa Platinum,Active,2021-09-18,2026-09-17
CARD0346,CUST0365,ACC0875,Visa Platinum,Blocked,2025-04-04,2030-04-03
CARD0347,CUST0521,ACC0086,Amex Platinum,Expired,2022-09-25,2027-09-24
CARD0348,CUST0186,ACC0778,Visa Gold,Active,2022-03-19,2027-03-18
CARD0349,CUST0071,ACC0929,Visa Platinum,Active,2024-03-05,2029-03-04
CARD0350,CUST0752,ACC0944,Visa Gold,Blocked,2025-08-07,2030-08-06
CARD0351,CUST0110,ACC0308,Visa Gold,Active,2022-06-07,2027-06-06
CARD0352,CUST0554,ACC0610,Amex Platinum,Blocked,2023-02-01,2028-01-31
CARD0353,CUST0746,ACC0551,Amex Platinum,Expired,2025-07-29,2030-07-28
CARD0354,CUST0369,ACC0157,Mastercard Standard,Blocked,2024-08-09,2029-08-08
CARD0355,CUST0900,ACC0567,Visa Platinum,Blocked,2025-09-21,2030-09-20
CARD0356,CUST0449,ACC0745,Visa Platinum,Blocked,2024-11-04,2029-11-03
CARD0357,CUST0563,ACC0180,Mastercard Standard,Blocked,2021-05-10,2026-05-09
CARD0358,CUST0255,ACC0264,Amex Platinum,Blocked,2021-01-04,2026-01-03
CARD0359,CUST0375,ACC0390,Amex Platinum,Active,2024-12-14,2029-12-13
CARD0360,CUST0360,ACC0475,Visa Gold,Expired,2023-06-18,2028-06-16
CARD0361,CUST0680,ACC0314,Amex Platinum,Blocked,2022-06-05,2027-06-04
CARD0362,CUST0369,ACC0465,Visa Gold,Blocked,2021-01-02,2026-01-01
CARD0363,CUST0755,ACC0291,Mastercard Standard,Expired,2021-07-06,2026-07-05
CARD0364,CUST0276,ACC0385,Visa Gold,Active,2025-02-07,2030-02-06
CARD0365,CUST0086,ACC0576,Mastercard Standard,Blocked,2023-04-30,2028-04-28
CARD0366,CUST0606,ACC0621,Mastercard Standard,Blocked,2023-02-19,2028-02-18
CARD0367,CUST0500,ACC0493,Mastercard Standard,Expired,2024-03-27,2029-03-26
CARD0368,CUST0885,ACC0074,Mastercard Standard,Blocked,2023-12-28,2028-12-26
CARD0369,CUST0228,ACC0342,Amex Platinum,Blocked,2022-10-24,2027-10-23
CARD0370,CUST0673,ACC0140,Visa Platinum,Expired,2025-12-24,2030-12-23
CARD0371,CUST0156,ACC0733,Mastercard Standard,Active,2025-05-05,2030-05-04
CARD0372,CUST0591,ACC0481,Visa Gold,Blocked,2023-05-25,2028-05-23
CARD0373,CUST0268,ACC0201,Visa Platinum,Expired,2021-05-22,2026-05-21
CARD0374,CUST0671,ACC0159,Visa Gold,Active,2022-05-17,2027-05-16
CARD0375,CUST0001,ACC0939,Visa Gold,Active,2025-07-18,2030-07-17
CARD0376,CUST0200,ACC0195,Visa Gold,Active,2025-10-16,2030-10-15
CARD0377,CUST0489,ACC0005,Mastercard Standard,Active,2021-08-06,2026-08-05
CARD0378,CUST0557,ACC0014,Visa Platinum,Active,2023-07-24,2028-07-22
CARD0379,CUST0500,ACC0883,Mastercard Standard,Active,2021-10-06,2026-10-05
CARD0380,CUST0647,ACC0513,Amex Platinum,Active,2024-05-13,2029-05-12
CARD0381,CUST0239,ACC0748,Mastercard Standard,Blocked,2022-01-18,2027-01-17
CARD0382,CUST0129,ACC0743,Visa Gold,Expired,2022-03-10,2027-03-09
CARD0383,CUST0243,ACC0384,Amex Platinum,Expired,2025-09-25,2030-09-24
CARD0384,CUST0980,ACC0504,Visa Platinum,Blocked,2023-05-19,2028-05-17
CARD0385,CUST0242,ACC0415,Mastercard Standard,Active,2024-09-04,2029-09-03
CARD0386,CUST0635,ACC0948,Amex Platinum,Active,2022-10-18,2027-10-17
CARD0387,CUST0485,ACC0426,Mastercard Standard,Active,2025-04-18,2030-04-17
CARD0388,CUST0537,ACC0963,Mastercard Standard,Active,2023-09-16,2028-09-14
CARD0389,CUST0586,ACC0405,Mastercard Standard,Expired,2023-12-01,2028-11-29
CARD0390,CUST0658,ACC0994,Visa Gold,Blocked,2023-03-24,2028-03-22
CARD0391,CUST0475,ACC0761,Visa Gold,Expired,2024-11-07,2029-11-06
CARD0392,CUST0270,ACC0383,Visa Gold,Active,2023-04-29,2028-04-27
CARD0393,CUST0216,ACC0394,Visa Platinum,Expired,2023-02-04,2028-02-03
CARD0394,CUST0475,ACC0502,Mastercard Standard,Active,2023-09-27,2028-09-25
CARD0395,CUST0629,ACC0316,Mastercard Standard,Blocked,2023-11-28,2028-11-26
CARD0396,CUST0294,ACC0657,Mastercard Standard,Active,2022-10-17,2027-10-16
CARD0397,CUST0938,ACC0603,Mastercard Standard,Active,2024-11-29,2029-11-28
CARD0398,CUST0876,ACC0073,Visa Platinum,Active,2023-10-18,2028-10-16
CARD0399,CUST0391,ACC0419,Mastercard Standard,Blocked,2021-02-19,2026-02-18
CARD0400,CUST0449,ACC0907,Visa Platinum,Active,2022-02-20,2027-02-19
CARD0401,CUST0600,ACC0040,Amex Platinum,Blocked,2021-01-07,2026-01-06
CARD0402,CUST0752,ACC0944,Visa Gold,Blocked,2025-01-20,2030-01-19
CARD0403,CUST0612,ACC0128,Visa Gold,Expired,2021-01-14,2026-01-13
CARD0404,CUST0430,ACC0395,Visa Platinum,Expired,2021-01-30,2026-01-29
CARD0405,CUST0739,ACC0955,Visa Gold,Blocked,2022-06-24,2027-06-23
CARD0406,CUST0160,ACC0580,Visa Gold,Blocked,2024-07-07,2029-07-06
CARD0407,CUST0362,ACC0167,Visa Platinum,Expired,2025-09-23,2030-09-22
CARD0408,CUST0589,ACC0199,Visa Platinum,Active,2025-02-28,2030-02-27
CARD0409,CUST0257,ACC0782,Amex Platinum,Active,2024-05-05,2029-05-04
CARD0410,CUST0049,ACC0447,Visa Gold,Expired,2025-07-30,2030-07-29
CARD0411,CUST0856,ACC0981,Visa Gold,Blocked,2021-09-10,2026-09-09
CARD0412,CUST0853,ACC0262,Mastercard Standard,Active,2021-08-29,2026-08-28
CARD0413,CUST0732,ACC0790,Mastercard Standard,Active,2025-08-01,2030-07-31
CARD0414,CUST0555,ACC0936,Amex Platinum,Blocked,2021-04-07,2026-04-06
CARD0415,CUST0150,ACC0770,Visa Platinum,Active,2024-10-15,2029-10-14
CARD0416,CUST0105,ACC0740,Visa Platinum,Expired,2022-01-19,2027-01-18
CARD0417,CUST0882,ACC0357,Visa Gold,Blocked,2024-01-02,2028-12-31
CARD0418,CUST0352,ACC0522,Visa Platinum,Expired,2024-03-15,2029-03-14
CARD0419,CUST0718,ACC0727,Visa Platinum,Blocked,2024-01-18,2029-01-16
CARD0420,CUST0294,ACC0501,Amex Platinum,Expired,2024-04-16,2029-04-15
CARD0421,CUST0536,ACC0651,Mastercard Standard,Active,2022-07-05,2027-07-04
CARD0422,CUST0702,ACC0706,Mastercard Standard,Expired,2021-01-27,2026-01-26
CARD0423,CUST0628,ACC0378,Mastercard Standard,Expired,2022-01-23,2027-01-22
CARD0424,CUST0423,ACC0714,Amex Platinum,Active,2024-12-08,2029-12-07
CARD0425,CUST0380,ACC0060,Visa Gold,Expired,2024-02-26,2029-02-24
CARD0426,CUST0307,ACC0667,Amex Platinum,Blocked,2022-08-23,2027-08-22
CARD0427,CUST0430,ACC0395,Visa Gold,Expired,2024-10-13,2029-10-12
CARD0428,CUST0878,ACC0949,Amex Platinum,Blocked,2021-01-30,2026-01-29
CARD0429,CUST0646,ACC0435,Amex Platinum,Blocked,2022-11-20,2027-11-19
CARD0430,CUST0351,ACC0754,Visa Gold,Blocked,2021-03-03,2026-03-02
CARD0431,CUST0820,ACC0253,Visa Platinum,Expired,2023-05-24,2028-05-22
CARD0432,CUST0226,ACC0249,Mastercard Standard,Blocked,2024-01-17,2029-01-15
CARD0433,CUST0333,ACC0490,Visa Platinum,Active,2022-08-19,2027-08-18
CARD0434,CUST0110,ACC0036,Mastercard Standard,Active,2021-10-07,2026-10-06
CARD0435,CUST0752,ACC0944,Visa Gold,Blocked,2023-07-31,2028-07-29
CARD0436,CUST0224,ACC0833,Visa Gold,Blocked,2022-11-19,2027-11-18
CARD0437,CUST0691,ACC0371,Visa Platinum,Expired,2022-12-29,2027-12-28
CARD0438,CUST0160,ACC0647,Amex Platinum,Active,2025-03-15,2030-03-14
CARD0439,CUST0633,ACC0724,Amex Platinum,Blocked,2024-02-02,2029-01-31
CARD0440,CUST0226,ACC0693,Visa Gold,Expired,2021-04-25,2026-04-24
CARD0441,CUST0671,ACC0029,Visa Platinum,Active,2023-05-23,2028-05-21
CARD0442,CUST0193,ACC0715,Amex Platinum,Expired,2025-03-12,2030-03-11
CARD0443,CUST0575,ACC0682,Amex Platinum,Expired,2022-10-12,2027-10-11
CARD0444,CUST0705,ACC0661,Amex Platinum,Expired,2021-01-23,2026-01-22
CARD0445,CUST0238,ACC0152,Amex Platinum,Active,2022-09-02,2027-09-01
CARD0446,CUST0690,ACC0268,Mastercard Standard,Expired,2024-05-15,2029-05-14
CARD0447,CUST0182,ACC0620,Visa Platinum,Active,2021-12-11,2026-12-10
CARD0448,CUST0571,ACC0467,Visa Platinum,Active,2023-05-12,2028-05-10
CARD0449,CUST0565,ACC0967,Visa Gold,Blocked,2025-11-04,2030-11-03
CARD0450,CUST0246,ACC0698,Visa Platinum,Active,2025-04-04,2030-04-03
CARD0451,CUST0716,ACC0151,Visa Platinum,Active,2025-03-15,2030-03-14
CARD0452,CUST0718,ACC0261,Visa Gold,Active,2022-06-14,2027-06-13
CARD0453,CUST0324,ACC0254,Amex Platinum,Expired,2025-09-11,2030-09-10
CARD0454,CUST0972,ACC0617,Mastercard Standard,Active,2022-08-26,2027-08-25
CARD0455,CUST0130,ACC0593,Mastercard Standard,Blocked,2025-10-24,2030-10-23
CARD0456,CUST0114,ACC0975,Visa Platinum,Blocked,2025-10-22,2030-10-21
CARD0457,CUST0194,ACC0679,Mastercard Standard,Active,2022-06-30,2027-06-29
CARD0458,CUST0255,ACC0862,Mastercard Standard,Blocked,2021-07-23,2026-07-22
CARD0459,CUST0410,ACC0166,Visa Gold,Active,2022-02-03,2027-02-02
CARD0460,CUST0898,ACC0013,Visa Platinum,Blocked,2021-07-22,2026-07-21
CARD0461,CUST0954,ACC0120,Visa Platinum,Active,2022-01-31,2027-01-30
CARD0462,CUST0732,ACC0790,Visa Gold,Expired,2023-03-18,2028-03-16
CARD0463,CUST0724,ACC0095,Visa Platinum,Expired,2025-11-06,2030-11-05
CARD0464,CUST0009,ACC0660,Mastercard Standard,Expired,2022-12-10,2027-12-09
CARD0465,CUST0504,ACC0729,Visa Gold,Blocked,2025-06-14,2030-06-13
CARD0466,CUST0001,ACC0939,Visa Platinum,Blocked,2023-05-03,2028-05-01
CARD0467,CUST0216,ACC0394,Mastercard Standard,Expired,2022-08-20,2027-08-19
CARD0468,CUST0703,ACC0408,Visa Platinum,Blocked,2021-03-13,2026-03-12
CARD0469,CUST0633,ACC0724,Mastercard Standard,Expired,2025-07-14,2030-07-13
CARD0470,CUST0366,ACC0601,Visa Gold,Active,2023-02-25,2028-02-24
CARD0471,CUST0502,ACC0998,Visa Platinum,Expired,2025-10-07,2030-10-06
CARD0472,CUST0852,ACC0923,Visa Platinum,Active,2024-11-11,2029-11-10
CARD0473,CUST0166,ACC0083,Visa Gold,Active,2021-01-07,2026-01-06
CARD0474,CUST0661,ACC0531,Visa Gold,Active,2024-08-19,2029-08-18
CARD0475,CUST0461,ACC0932,Mastercard Standard,Blocked,2021-06-11,2026-06-10
CARD0476,CUST0987,ACC0194,Mastercard Standard,Blocked,2023-10-01,2028-09-29
CARD0477,CUST0387,ACC0898,Mastercard Standard,Blocked,2024-09-05,2029-09-04
CARD0478,CUST0870,ACC0434,Visa Gold,Expired,2024-06-18,2029-06-17
CARD0479,CUST0416,ACC0170,Mastercard Standard,Expired,2023-05-02,2028-04-30
CARD0480,CUST0993,ACC0850,Visa Platinum,Active,2022-01-14,2027-01-13
CARD0481,CUST0738,ACC0438,Amex Platinum,Blocked,2025-05-30,2030-05-29
CARD0482,CUST0549,ACC0259,Mastercard Standard,Active,2024-12-20,2029-12-19
CARD0483,CUST0665,ACC0709,Mastercard Standard,Active,2025-03-20,2030-03-19
CARD0484,CUST0943,ACC0310,Visa Gold,Blocked,2024-01-29,2029-01-27
CARD0485,CUST0647,ACC0513,Visa Gold,Blocked,2025-05-27,2030-05-26
CARD0486,CUST0102,ACC0991,Mastercard Standard,Active,2021-05-16,2026-05-15
CARD0487,CUST0172,ACC0546,Visa Platinum,Expired,2022-11-29,2027-11-28
CARD0488,CUST0816,ACC0675,Mastercard Standard,Blocked,2021-05-26,2026-05-25
CARD0489,CUST0573,ACC0908,Visa Platinum,Expired,2023-05-14,2028-05-12
CARD0490,CUST0511,ACC0392,Mastercard Standard,Expired,2024-07-29,2029-07-28
CARD0491,CUST0366,ACC0601,Visa Gold,Active,2025-07-13,2030-07-12
CARD0492,CUST0629,ACC0316,Visa Gold,Active,2024-10-26,2029-10-25
CARD0493,CUST0506,ACC0752,Amex Platinum,Blocked,2023-09-10,2028-09-08
CARD0494,CUST0820,ACC0422,Mastercard Standard,Active,2021-01-17,2026-01-16
CARD0495,CUST0058,ACC0771,Visa Platinum,Expired,2024-05-02,2029-05-01
CARD0496,CUST0387,ACC0898,Amex Platinum,Active,2022-08-28,2027-08-27
CARD0497,CUST0020,ACC0947,Visa Platinum,Active,2023-11-06,2028-11-04
CARD0498,CUST0745,ACC0746,Mastercard Standard,Active,2021-09-12,2026-09-11
CARD0499,CUST0825,ACC0891,Mastercard Standard,Blocked,2025-11-12,2030-11-11
CARD0500,CUST0629,ACC0092,Visa Platinum,Active,2021-03-20,2026-03-19
CARD0501,CUST0270,ACC0112,Amex Platinum,Blocked,2022-12-03,2027-12-02
CARD0502,CUST0835,ACC0652,Visa Platinum,Active,2024-08-09,2029-08-08
CARD0503,CUST0235,ACC0587,Amex Platinum,Blocked,2021-08-20,2026-08-19
CARD0504,CUST0254,ACC0796,Visa Platinum,Expired,2023-02-16,2028-02-15
CARD0505,CUST0044,ACC0817,Amex Platinum,Expired,2022-09-04,2027-09-03
CARD0506,CUST0034,ACC0353,Mastercard Standard,Blocked,2022-05-27,2027-05-26
CARD0507,CUST0997,ACC0834,Visa Platinum,Blocked,2023-10-20,2028-10-18
CARD0508,CUST0803,ACC0147,Amex Platinum,Blocked,2023-08-24,2028-08-22
CARD0509,CUST0488,ACC0276,Visa Gold,Active,2021-07-15,2026-07-14
CARD0510,CUST0864,ACC0767,Amex Platinum,Expired,2021-10-28,2026-10-27
CARD0511,CUST0980,ACC0215,Visa Platinum,Active,2021-03-28,2026-03-27
CARD0512,CUST0245,ACC0953,Amex Platinum,Blocked,2025-01-31,2030-01-30
CARD0513,CUST0864,ACC0767,Visa Platinum,Blocked,2024-09-04,2029-09-03
CARD0514,CUST0703,ACC0408,Visa Platinum,Active,2021-03-16,2026-03-15
CARD0515,CUST0874,ACC0716,Visa Platinum,Active,2023-11-05,2028-11-03
CARD0516,CUST0629,ACC0316,Amex Platinum,Blocked,2023-02-17,2028-02-16
CARD0517,CUST0239,ACC0007,Visa Platinum,Expired,2023-02-07,2028-02-06
CARD0518,CUST0531,ACC0173,Mastercard Standard,Blocked,2021-12-02,2026-12-01
CARD0519,CUST0242,ACC0836,Visa Gold,Expired,2025-01-11,2030-01-10
CARD0520,CUST0980,ACC0504,Mastercard Standard,Blocked,2023-01-11,2028-01-10
CARD0521,CUST0436,ACC0002,Visa Platinum,Active,2023-11-25,2028-11-23
CARD0522,CUST0652,ACC0100,Visa Platinum,Blocked,2021-06-19,2026-06-18
CARD0523,CUST0142,ACC0072,Amex Platinum,Blocked,2023-11-03,2028-11-01
CARD0524,CUST0790,ACC0793,Visa Platinum,Blocked,2025-06-03,2030-06-02
CARD0525,CUST0423,ACC0714,Visa Gold,Active,2023-01-06,2028-01-05
CARD0526,CUST0010,ACC0428,Visa Platinum,Active,2021-08-15,2026-08-14
CARD0527,CUST0962,ACC0538,Visa Gold,Expired,2024-09-24,2029-09-23
CARD0528,CUST0826,ACC0427,Amex Platinum,Blocked,2021-10-25,2026-10-24
CARD0529,CUST0818,ACC0671,Visa Platinum,Expired,2024-10-19,2029-10-18
CARD0530,CUST0894,ACC0296,Amex Platinum,Blocked,2025-12-04,2030-12-03
CARD0531,CUST0016,ACC0751,Amex Platinum,Active,2022-01-23,2027-01-22
CARD0532,CUST0308,ACC0442,Visa Gold,Blocked,2021-09-23,2026-09-22
CARD0533,CUST0755,ACC0175,Visa Platinum,Active,2021-07-08,2026-07-07
CARD0534,CUST0292,ACC0181,Visa Gold,Blocked,2021-04-14,2026-04-13
CARD0535,CUST0243,ACC0384,Visa Gold,Active,2024-03-18,2029-03-17
CARD0536,CUST0284,ACC0191,Amex Platinum,Expired,2023-09-01,2028-08-30
CARD0537,CUST0114,ACC0721,Amex Platinum,Blocked,2021-07-22,2026-07-21
CARD0538,CUST0207,ACC0138,Visa Gold,Expired,2022-02-01,2027-01-31
CARD0539,CUST0417,ACC0203,Visa Gold,Expired,2021-07-12,2026-07-11
CARD0540,CUST0391,ACC0499,Visa Gold,Blocked,2024-10-04,2029-10-03
CARD0541,CUST0357,ACC0187,Visa Gold,Expired,2021-06-20,2026-06-19
CARD0542,CUST0586,ACC0515,Visa Platinum,Blocked,2023-07-26,2028-07-24
CARD0543,CUST0420,ACC0972,Visa Platinum,Active,2024-09-03,2029-09-02
CARD0544,CUST0228,ACC0113,Visa Gold,Expired,2021-07-24,2026-07-23
CARD0545,CUST0343,ACC0462,Mastercard Standard,Active,2021-11-13,2026-11-12
CARD0546,CUST0087,ACC0581,Visa Platinum,Expired,2021-06-23,2026-06-22
CARD0547,CUST0997,ACC0834,Visa Gold,Active,2025-10-04,2030-10-03
CARD0548,CUST0551,ACC0218,Visa Gold,Active,2021-06-12,2026-06-11
CARD0549,CUST0284,ACC0191,Visa Gold,Active,2023-07-06,2028-07-04
CARD0550,CUST0573,ACC0206,Mastercard Standard,Active,2024-03-31,2029-03-30
CARD0551,CUST0573,ACC0061,Visa Gold,Active,2024-06-01,2029-05-31
CARD0552,CUST0769,ACC0768,Visa Platinum,Active,2021-10-25,2026-10-24
CARD0553,CUST0356,ACC0188,Visa Platinum,Expired,2024-07-01,2029-06-30
CARD0554,CUST0909,ACC0829,Amex Platinum,Blocked,2022-12-26,2027-12-25
CARD0555,CUST0186,ACC0778,Amex Platinum,Active,2021-02-02,2026-02-01
CARD0556,CUST0953,ACC0197,Visa Platinum,Active,2024-11-09,2029-11-08
CARD0557,CUST0096,ACC0266,Mastercard Standard,Expired,2024-04-07,2029-04-06
CARD0558,CUST0614,ACC0924,Mastercard Standard,Active,2024-12-13,2029-12-12
CARD0559,CUST0450,ACC0893,Amex Platinum,Blocked,2024-08-23,2029-08-22
CARD0560,CUST0391,ACC0419,Visa Platinum,Active,2021-11-11,2026-11-10
CARD0561,CUST0062,ACC0452,Visa Platinum,Expired,2023-11-22,2028-11-20
CARD0562,CUST0453,ACC0642,Visa Gold,Expired,2021-03-22,2026-03-21
CARD0563,CUST0270,ACC0935,Mastercard Standard,Expired,2024-11-11,2029-11-10
CARD0564,CUST0825,ACC0640,Visa Gold,Blocked,2025-05-26,2030-05-25
CARD0565,CUST0270,ACC0112,Visa Gold,Blocked,2023-10-17,2028-10-15
CARD0566,CUST0356,ACC0890,Visa Gold,Blocked,2022-08-22,2027-08-21
CARD0567,CUST0835,ACC0652,Visa Gold,Active,2021-12-02,2026-12-01
CARD0568,CUST0601,ACC0171,Mastercard Standard,Active,2021-11-16,2026-11-15
CARD0569,CUST0973,ACC0082,Visa Gold,Expired,2021-02-08,2026-02-07
CARD0570,CUST0855,ACC0301,Amex Platinum,Expired,2021-07-29,2026-07-28
CARD0571,CUST0805,ACC0088,Visa Platinum,Blocked,2022-08-25,2027-08-24
CARD0572,CUST0982,ACC0387,Visa Gold,Blocked,2025-11-16,2030-11-15
CARD0573,CUST0612,ACC0128,Visa Platinum,Active,2022-01-27,2027-01-26
CARD0574,CUST0970,ACC0284,Visa Gold,Active,2025-05-01,2030-04-30
CARD0575,CUST0592,ACC0066,Visa Platinum,Active,2023-03-08,2028-03-06
CARD0576,CUST0963,ACC0351,Amex Platinum,Blocked,2024-01-10,2029-01-08
CARD0577,CUST0705,ACC0031,Amex Platinum,Expired,2024-08-01,2029-07-31
CARD0578,CUST0680,ACC0600,Visa Platinum,Blocked,2025-02-04,2030-02-03
CARD0579,CUST0029,ACC0241,Mastercard Standard,Expired,2024-10-13,2029-10-12
CARD0580,CUST0333,ACC0490,Mastercard Standard,Expired,2022-08-01,2027-07-31
CARD0581,CUST0911,ACC0497,Visa Platinum,Blocked,2023-01-26,2028-01-25
CARD0582,CUST0662,ACC0689,Amex Platinum,Expired,2022-03-04,2027-03-03
CARD0583,CUST0197,ACC0779,Visa Gold,Active,2021-05-17,2026-05-16
CARD0584,CUST0844,ACC0104,Amex Platinum,Active,2021-07-07,2026-07-06
CARD0585,CUST0086,ACC0010,Visa Platinum,Active,2022-02-01,2027-01-31
CARD0586,CUST0496,ACC0063,Visa Gold,Expired,2023-08-27,2028-08-25
CARD0587,CUST0568,ACC0273,Visa Platinum,Expired,2025-12-22,2030-12-21
CARD0588,CUST0150,ACC0770,Visa Gold,Expired,2024-09-16,2029-09-15
CARD0589,CUST0069,ACC0979,Mastercard Standard,Blocked,2025-05-14,2030-05-13
CARD0590,CUST0932,ACC0008,Mastercard Standard,Expired,2024-01-17,2029-01-15
CARD0591,CUST0575,ACC0682,Visa Gold,Blocked,2023-08-25,2028-08-23
CARD0592,CUST0175,ACC0597,Mastercard Standard,Expired,2025-12-19,2030-12-18
CARD0593,CUST0698,ACC0809,Visa Gold,Active,2025-08-09,2030-08-08
CARD0594,CUST0876,ACC0043,Mastercard Standard,Active,2022-03-29,2027-03-28
CARD0595,CUST0652,ACC0100,Visa Gold,Blocked,2022-04-03,2027-04-02
CARD0596,CUST0898,ACC0217,Visa Gold,Expired,2024-12-29,2029-12-28
CARD0597,CUST0456,ACC0535,Visa Platinum,Active,2023-08-18,2028-08-16
CARD0598,CUST0320,ACC0811,Visa Platinum,Active,2023-12-02,2028-11-30
CARD0599,CUST0932,ACC0008,Amex Platinum,Active,2023-06-24,2028-06-22
CARD0600,CUST0276,ACC0385,Mastercard Standard,Blocked,2024-02-20,2029-02-18
CARD0601,CUST0715,ACC0618,Visa Platinum,Blocked,2021-01-26,2026-01-25
CARD0602,CUST0278,ACC0533,Amex Platinum,Active,2025-05-28,2030-05-27
CARD0603,CUST0033,ACC0986,Visa Platinum,Active,2025-12-28,2030-12-27
CARD0604,CUST0918,ACC0780,Mastercard Standard,Expired,2022-03-26,2027-03-25
CARD0605,CUST0568,ACC0273,Mastercard Standard,Blocked,2021-06-28,2026-06-27
CARD0606,CUST0739,ACC0955,Mastercard Standard,Blocked,2023-01-08,2028-01-07
CARD0607,CUST0081,ACC0498,Visa Gold,Blocked,2025-04-25,2030-04-24
CARD0608,CUST0552,ACC0485,Mastercard Standard,Active,2025-10-05,2030-10-04
CARD0609,CUST0557,ACC0776,Amex Platinum,Active,2021-06-19,2026-06-18
CARD0610,CUST0056,ACC0346,Mastercard Standard,Blocked,2024-08-04,2029-08-03
CARD0611,CUST0553,ACC0619,Mastercard Standard,Active,2023-12-05,2028-12-03
CARD0612,CUST0805,ACC0440,Visa Gold,Active,2022-08-31,2027-08-30
CARD0613,CUST0132,ACC0345,Visa Gold,Expired,2022-09-15,2027-09-14
CARD0614,CUST0266,ACC0380,Visa Platinum,Active,2022-09-18,2027-09-17
CARD0615,CUST0530,ACC0699,Visa Platinum,Expired,2021-08-01,2026-07-31
CARD0616,CUST0502,ACC0912,Mastercard Standard,Blocked,2023-11-28,2028-11-26
CARD0617,CUST0554,ACC0352,Visa Platinum,Blocked,2022-08-12,2027-08-11
CARD0618,CUST0869,ACC0323,Amex Platinum,Expired,2025-01-18,2030-01-17
CARD0619,CUST0649,ACC0837,Amex Platinum,Active,2024-12-23,2029-12-22
CARD0620,CUST0392,ACC0246,Amex Platinum,Blocked,2023-10-26,2028-10-24
CARD0621,CUST0700,ACC0964,Visa Gold,Active,2025-12-03,2030-12-02
CARD0622,CUST0013,ACC0370,Visa Gold,Blocked,2025-10-25,2030-10-24
CARD0623,CUST0575,ACC0682,Amex Platinum,Active,2023-11-09,2028-11-07
CARD0624,CUST0235,ACC0409,Mastercard Standard,Active,2023-07-20,2028-07-18
CARD0625,CUST0628,ACC0388,Visa Platinum,Active,2024-07-24,2029-07-23
CARD0626,CUST0652,ACC0626,Visa Gold,Expired,2023-10-18,2028-10-16
CARD0627,CUST0184,ACC0059,Mastercard Standard,Expired,2022-05-20,2027-05-19
CARD0628,CUST0539,ACC0999,Visa Platinum,Blocked,2021-11-22,2026-11-21
CARD0629,CUST0531,ACC0365,Visa Platinum,Active,2024-11-12,2029-11-11
CARD0630,CUST0198,ACC0895,Amex Platinum,Expired,2021-05-12,2026-05-11
CARD0631,CUST0524,ACC0339,Mastercard Standard,Expired,2025-03-21,2030-03-20
CARD0632,CUST0306,ACC0826,Mastercard Standard,Active,2022-11-13,2027-11-12
CARD0633,CUST0094,ACC0103,Amex Platinum,Active,2021-01-12,2026-01-11
