WalletID,CustomerID,CardID,WalletProvider,Status
WAL0491,CUST0007,CARD0095,Google Pay,Linked
WAL0492,CUST0547,CARD0205,PayPal,Unlinked
WAL0493,CUST0434,CARD0698,Apple Pay,Linked
WAL0494,CUST0843,CARD0877,Samsung Pay,Unlinked
WAL0495,CUST0851,CARD0933,Venmo,Linked
WAL0496,CUST0316,CARD0149,PayPal,Active
WAL0497,CUST0626,CARD0831,Venmo,Unlinked
WAL0498,CUST0269,CARD0400,Samsung Pay,Linked
WAL0499,CUST0176,CARD0388,Google Pay,Linked
WAL0500,CUST0415,CARD0103,PayPal,Unlinked
WAL0501,CUST0602,CARD0099,PayPal,Active
WAL0502,CUST0299,CARD0344,PayPal,Linked
WAL0503,CUST0162,CARD0551,Samsung Pay,Unlinked
WAL0504,CUST0031,CARD0283,Venmo,Unlinked
WAL0505,CUST0212,CARD0567,Google Pay,Active
WAL0506,CUST0736,CARD0347,Apple Pay,Active
WAL0507,CUST0713,CARD0575,PayPal,Linked
WAL0508,CUST0606,CARD0049,Google Pay,Active
WAL0509,CUST0549,CARD0352,Apple Pay,Unlinked
WAL0510,CUST0704,CARD0167,PayPal,Active
WAL0511,CUST0977,CARD0820,PayPal,Active
WAL0512,CUST0681,CARD0409,Google Pay,Active
WAL0513,CUST0241,CARD0247,Venmo,Linked
WAL0514,CUST0996,CARD0191,Google Pay,Active
WAL0515,CUST0906,CARD0674,Apple Pay,Active
WAL0516,CUST0090,CARD0123,Samsung Pay,Linked
WAL0517,CUST0691,CARD0115,Apple Pay,Unlinked
WAL0518,CUST0790,CARD0609,Venmo,Active
WAL0519,CUST0244,CARD0672,Apple Pay,Active
WAL0520,CUST0981,CARD0413,PayPal,Linked
WAL0521,CUST0335,CARD0034,Venmo,Unlinked
WAL0522,CUST0310,CARD0303,Venmo,Active
WAL0523,CUST0704,CARD0466,Google Pay,Unlinked
WAL0524,CUST0656,CARD0818,Samsung Pay,Unlinked
WAL0525,CUST0616,CARD0701,Google Pay,Linked
WAL0526,CUST0709,CARD0689,PayPal,Unlinked
WAL0527,CUST0020,CARD0163,Samsung Pay,Unlinked
WAL0528,CUST0116,CARD0151,Samsung Pay,Active
WAL0529,CUST0290,CARD0019,Venmo,Active
WAL0530,CUST0368,CARD0322,Samsung Pay,Active
WAL0531,CUST0794,CARD0232,PayPal,Active
WAL0532,CUST0580,CARD0616,Venmo,Active
WAL0533,CUST0626,CARD0927,Venmo,Linked
WAL0534,CUST0429,CARD0482,Venmo,Linked
WAL0535,CUST0461,CARD0695,Apple Pay,Active
WAL0536,CUST0028,CARD0008,PayPal,Linked
WAL0537,CUST0390,CARD0488,Google Pay,Unlinked
WAL0538,CUST0614,CARD0489,Google Pay,Linked
WAL0539,CUST0184,CARD0975,Google Pay,Linked
WAL0540,CUST0066,CARD0280,PayPal,Unlinked
WAL0541,CUST0632,CARD0373,Google Pay,Active
WAL0542,CUST0349,CARD0729,Google Pay,Unlinked
WAL0543,CUST0840,CARD0286,PayPal,Linked
WAL0544,CUST0552,CARD0304,Apple Pay,Unlinked
WAL0545,CUST0450,CARD0492,PayPal,Active
WAL0546,CUST0195,CARD0744,Venmo,Linked
WAL0547,CUST0003,CARD0715,Venmo,Active
WAL0548,CUST0377,CARD0982,Venmo,Unlinked
WAL0549,CUST0265,CARD0809,Apple Pay,Unlinked
WAL0550,CUST0622,CARD0059,Google Pay,Unlinked
WAL0551,CUST0544,CARD0885,Google Pay,Linked
WAL0552,CUST0167,CARD0545,Google Pay,Active
WAL0553,CUST0982,CARD0696,PayPal,Unlinked
WAL0554,CUST0279,CARD0914,Venmo,Active
WAL0555,CUST0238,CARD0696,Apple Pay,Active
WAL0556,CUST0575,CARD0792,Apple Pay,Linked
WAL0557,CUST0935,CARD0141,PayPal,Linked
WAL0558,CUST0525,CARD0941,Samsung Pay,Unlinked
WAL0559,CUST0761,CARD0656,Samsung Pay,Active
WAL0560,CUST0795,CARD0917,Venmo,Active
WAL0561,CUST0285,CARD0202,PayPal,Active
WAL0562,CUST0675,CARD0082,Apple Pay,Linked
WAL0563,CUST0806,CARD0455,Venmo,Unlinked
WAL0564,CUST0252,CARD0769,Samsung Pay,Active
WAL0565,CUST0832,CARD0066,PayPal,Active
WAL0566,CUST0056,CARD0297,PayPal,Linked
WAL0567,CUST0715,CARD0400,Venmo,Active
WAL0568,CUST0151,CARD0764,Samsung Pay,Linked
WAL0569,CUST0802,CARD0076,Samsung Pay,Unlinked
WAL0570,CUST0893,CARD0843,Apple Pay,Unlinked
WAL0571,CUST0711,CARD0633,PayPal,Unlinked
WAL0572,CUST0695,CARD0587,PayPal,Unlinked
WAL0573,CUST0842,CARD0348,PayPal,Unlinked
WAL0574,CUST0759,CARD0747,Samsung Pay,Unlinked
WAL0575,CUST0078,CARD0250,Samsung Pay,Active
WAL0576,CUST0478,CARD0591,Google Pay,Active
WAL0577,CUST0743,CARD0279,Venmo,Active
WAL0578,CUST0552,CARD0432,Venmo,Linked
WAL0579,CUST0115,CARD0898,Apple Pay,Unlinked
WAL0580,CUST0425,CARD0812,Venmo,Active
WAL0581,CUST0483,CARD0498,Venmo,Active
WAL0582,CUST0515,CARD0824,Venmo,Active
WAL0583,CUST0881,CARD0397,Apple Pay,Unlinked
WAL0584,CUST0950,CARD0418,PayPal,Unlinked
WAL0585,CUST0006,CARD0136,Google Pay,Linked
WAL0586,CUST0396,CARD0894,PayPal,Linked
WAL0587,CUST0650,CARD0418,Venmo,Active
WAL0588,CUST0386,CARD0185,Apple Pay,Linked
WAL0589,CUST0977,CARD0255,Samsung Pay,Unlinked
WAL0590,CUST0657,CARD0335,Venmo,Active
WAL0591,CUST0278,CARD0720,Apple Pay,Unlinked
WAL0592,CUST0680,CARD0778,Samsung Pay,Active
WAL0593,CUST0228,CARD0591,PayPal,Unlinked
WAL0594,CUST0695,CARD0385,Venmo,Unlinked
WAL0595,CUST0117,CARD0945,Apple Pay,Active
WAL0596,CUST0352,CARD0003,Venmo,Active
WAL0597,CUST0905,CARD0373,Venmo,Linked
WAL0598,CUST0661,CARD0238,Samsung Pay,Active
WAL0599,CUST0541,CARD1000,Samsung Pay,Active
WAL0600,CUST0594,CARD0014,Venmo,Active
WAL0601,CUST0885,CARD0142,Venmo,Linked
WAL0602,CUST0774,CARD0768,PayPal,Unlinked
WAL0603,CUST0777,CARD0394,Google Pay,Unlinked
WAL0604,CUST0925,CARD0076,PayPal,Linked
WAL0605,CUST0944,CARD0758,Venmo,Linked
WAL0606,CUST0054,CARD0548,Google Pay,Unlinked
WAL0607,CUST0106,CARD0309,Venmo,Linked
WAL0608,CUST0389,CARD0017,Samsung Pay,Active
WAL0609,CUST0667,CARD0133,Venmo,Active
WAL0610,CUST0872,CARD0383,Venmo,Active
WAL0611,CUST0259,CARD0498,PayPal,Linked
WAL0612,CUST0904,CARD0833,PayPal,Active
WAL0613,CUST0791,CARD0569,Google Pay,Active
WAL0614,CUST0595,CARD0929,Venmo,Linked
WAL0615,CUST0944,CARD0460,Apple Pay,Active
WAL0616,CUST0741,CARD0007,Google Pay,Unlinked
WAL0617,CUST0674,CARD0222,Apple Pay,Linked
WAL0618,CUST0146,CARD0929,PayPal,Unlinked
WAL0619,CUST0923,CARD0398,PayPal,Unlinked
WAL0620,CUST0871,CARD0530,Apple Pay,Active
WAL0621,CUST0670,CARD0411,Google Pay,Linked
WAL0622,CUST0524,CARD0050,Google Pay,Unlinked
WAL0623,CUST0096,CARD0339,Venmo,Active
WAL0624,CUST0337,CARD0951,PayPal,Active
WAL0625,CUST0002,CARD0833,Apple Pay,Unlinked
WAL0626,CUST0205,CARD0054,Google Pay,Linked
WAL0627,CUST0963,CARD0403,Apple Pay,Active
WAL0628,CUST0460,CARD0243,Venmo,Active
WAL0629,CUST0794,CARD0043,Apple Pay,Linked
WAL0630,CUST0048,CARD0406,Samsung Pay,Linked
WAL0631,CUST0118,CARD0406,Apple Pay,Active
WAL0632,CUST0488,CARD0245,Venmo,Unlinked
WAL0633,CUST0056,CARD0445,Venmo,Active
WAL0634,CUST0960,CARD0850,Apple Pay,Linked
WAL0635,CUST0614,CARD0009,Google Pay,Active
WAL0636,CUST0160,CARD0380,Venmo,Active
WAL0637,CUST0423,CARD0046,Venmo,Active
WAL0638,CUST0646,CARD0133,Venmo,Unlinked
WAL0639,CUST0306,CARD0749,PayPal,Active
WAL0640,CUST0044,CARD0544,Apple Pay,Unlinked
WAL0641,CUST0457,CARD0909,Venmo,Unlinked
WAL0642,CUST0901,CARD0657,Google Pay,Linked
WAL0643,CUST0050,CARD0090,Apple Pay,Active
WAL0644,CUST0209,CARD0663,PayPal,Active
WAL0645,CUST0032,CARD0649,Apple Pay,Linked
WAL0646,CUST0526,CARD0440,PayPal,Linked
WAL0647,CUST0645,CARD0273,PayPal,Unlinked
WAL0648,CUST0553,CARD0858,Venmo,Active
WAL0649,CUST0033,CARD0009,Apple Pay,Active
WAL0650,CUST0531,CARD0639,Apple Pay,Unlinked
WAL0651,CUST0656,CARD0559,Apple Pay,Unlinked
WAL0652,CUST0920,CARD0602,PayPal,Unlinked
WAL0653,CUST0887,CARD0124,Venmo,Active
WAL0654,CUST0985,CARD0012,Google Pay,Linked
WAL0655,CUST0880,CARD0881,Google Pay,Active
WAL0656,CUST0068,CARD0222,PayPal,Active
WAL0657,CUST0466,CARD0601,Google Pay,Active
WAL0658,CUST0164,CARD0045,Venmo,Unlinked
WAL0659,CUST0412,CARD0607,Venmo,Linked
WAL0660,CUST0154,CARD0122,Google Pay,Unlinked
WAL0661,CUST0542,CARD0169,PayPal,Linked
WAL0662,CUST0170,CARD0061,Venmo,Linked
WAL0663,CUST0616,CARD0825,Venmo,Active
WAL0664,CUST0969,CARD0759,Google Pay,Linked
WAL0665,CUST0425,CARD0243,Google Pay,Unlinked
WAL0666,CUST0564,CARD0655,Samsung Pay,Active
WAL0667,CUST0179,CARD0030,Venmo,Unlinked
WAL0668,CUST0667,CARD0147,PayPal,Active
WAL0669,CUST0892,CARD0374,Samsung Pay,Linked
WAL0670,CUST0789,CARD0139,Venmo,Linked
WAL0671,CUST0304,CARD0024,PayPal,Unlinked
WAL0672,CUST0853,CARD0623,Apple Pay,Linked
WAL0673,CUST0307,CARD0269,Google Pay,Linked
WAL0674,CUST0863,CARD0348,Samsung Pay,Linked
WAL0675,CUST0540,CARD0162,Apple Pay,Linked
WAL0676,CUST0335,CARD0706,PayPal,Linked
WAL0677,CUST0771,CARD0205,PayPal,Active
WAL0678,CUST0970,CARD0786,Samsung Pay,Unlinked
WAL0679,CUST0031,CARD0966,PayPal,Active
WAL0680,CUST0677,CARD0472,Venmo,Active
WAL0681,CUST0872,CARD0776,Venmo,Unlinked
WAL0682,CUST0020,CARD0380,PayPal,Active
WAL0683,CUST0469,CARD0583,Venmo,Active
WAL0684,CUST0151,CARD0479,Google Pay,Unlinked
WAL0685,CUST0529,CARD0713,Google Pay,Linked
WAL0686,CUST0520,CARD0612,Samsung Pay,Linked
WAL0687,CUST0676,CARD0376,Samsung Pay,Unlinked
WAL0688,CUST0594,CARD0237,PayPal,Active
WAL0689,CUST0990,CARD0879,Apple Pay,Unlinked
WAL0690,CUST0348,CARD0115,PayPal,Linked
WAL0691,CUST0975,CARD0589,PayPal,Active
WAL0692,CUST0579,CARD0665,Google Pay,Unlinked
WAL0693,CUST0189,CARD0845,Apple Pay,Linked
WAL0694,CUST0657,CARD0192,Google Pay,Active
WAL0695,CUST0663,CARD0993,Google Pay,Active
WAL0696,CUST0479,CARD0402,Apple Pay,Unlinked
WAL0697,CUST0647,CARD0043,Samsung Pay,Active
WAL0698,CUST0283,CARD0051,Samsung Pay,Active
WAL0699,CUST0091,CARD0639,Samsung Pay,Linked
WAL0700,CUST0078,CARD0734,Apple Pay,Linked
WAL0701,CUST0430,CARD0547,Samsung Pay,Active
WAL0702,CUST0553,CARD0441,PayPal,Active
WAL0703,CUST0003,CARD0045,Apple Pay,Unlinked
WAL0704,CUST0434,CARD0137,Samsung Pay,Active
WAL0705,CUST0960,CARD0884,Google Pay,Active
WAL0706,CUST0607,CARD0991,Apple Pay,Linked
WAL0707,CUST0702,CARD0475,Venmo,Active
WAL0708,CUST0116,CARD0358,PayPal,Linked
WAL0709,CUST0737,CARD0940,Venmo,Active
WAL0710,CUST0615,CARD0835,Venmo,Linked
WAL0711,CUST0906,CARD0971,Google Pay,Unlinked
WAL0712,CUST0916,CARD0505,Venmo,Unlinked
WAL0713,CUST0395,CARD0957,Samsung Pay,Linked
WAL0714,CUST0880,CARD0303,Samsung Pay,Unlinked
WAL0715,CUST0113,CARD0678,Samsung Pay,Active
WAL0716,CUST0176,CARD0330,Apple Pay,Linked
WAL0717,CUST0820,CARD0264,Samsung Pay,Active
WAL0718,CUST0484,CARD0831,Samsung Pay,Linked
WAL0719,CUST0416,CARD0280,Venmo,Unlinked
WAL0720,CUST0402,CARD0646,Venmo,Linked
WAL0721,CUST0136,CARD0605,Google Pay,Linked
WAL0722,CUST0016,CARD0975,Apple Pay,Linked
WAL0723,CUST0571,CARD0141,Apple Pay,Active
WAL0724,CUST0034,CARD0045,Samsung Pay,Linked
WAL0725,CUST0544,CARD0327,Apple Pay,Active
WAL0726,CUST0137,CARD0293,Samsung Pay,Unlinked
WAL0727,CUST0861,CARD0766,PayPal,Linked
WAL0728,CUST0018,CARD0571,Apple Pay,Unlinked
WAL0729,CUST0246,CARD0986,Apple Pay,Linked
WAL0730,CUST0640,CARD0620,Google Pay,Active
WAL0731,CUST0123,CARD0289,Google Pay,Active
WAL0732,CUST0468,CARD0711,Samsung Pay,Active
WAL0733,CUST0059,CARD0293,Apple Pay,Unlinked
WAL0734,CUST0651,CARD0948,Google Pay,Linked
WAL0735,CUST0776,CARD0338,PayPal,Linked
WAL0736,CUST0824,CARD0231,Venmo,Linked
WAL0737,CUST0180,CARD0527,PayPal,Unlinked
WAL0738,CUST0945,CARD0093,Apple Pay,Active
WAL0739,CUST0432,CARD0128,Samsung Pay,Unlinked
WAL0740,CUST0200,CARD0571,PayPal,Linked
WAL0741,CUST0689,CARD0017,Venmo,Unlinked
WAL0742,CUST0923,CARD0646,Venmo,Unlinked
WAL0743,CUST0904,CARD0575,Apple Pay,Unlinked
WAL0744,CUST0271,CARD0124,Apple Pay,Unlinked
WAL0745,CUST0288,CARD0736,Venmo,Unlinked
WAL0746,CUST0276,CARD0562,PayPal,Linked
WAL0747,CUST0224,CARD0610,PayPal,Unlinked
WAL0748,CUST0334,CARD0399,Venmo,Unlinked
WAL0749,CUST0823,CARD0357,PayPal,Linked
WAL0750,CUST0610,CARD0645,Venmo,Linked
WAL0751,CUST0391,CARD0359,Apple Pay,Linked
WAL0752,CUST0646,CARD0543,Google Pay,Unlinked
WAL0753,CUST0667,CARD0217,Google Pay,Linked
WAL0754,CUST0189,CARD0291,Samsung Pay,Unlinked
WAL0755,CUST0658,CARD0908,Samsung Pay,Unlinked
WAL0756,CUST0260,CARD0860,Samsung Pay,Unlinked
WAL0757,CUST0343,CARD0866,PayPal,Active
WAL0758,CUST0535,CARD0290,Venmo,Active
WAL0759,CUST0697,CARD0781,Samsung Pay,Active
WAL0760,CUST0842,CARD0339,Samsung Pay,Linked
WAL0761,CUST0897,CARD0408,PayPal,Active
WAL0762,CUST0497,CARD0416,PayPal,Unlinked
WAL0763,CUST0922,CARD0161,Venmo,Unlinked
WAL0764,CUST0007,CARD0888,Samsung Pay,Unlinked
WAL0765,CUST0084,CARD0172,Apple Pay,Unlinked
WAL0766,CUST0183,CARD0612,Google Pay,Linked
WAL0767,CUST0012,CARD0814,PayPal,Linked
WAL0768,CUST0754,CARD0703,PayPal,Linked
WAL0769,CUST0765,CARD0380,Samsung Pay,Linked
WAL0770,CUST0303,CARD0153,Apple Pay,Unlinked
WAL0771,CUST0830,CARD0127,Apple Pay,Linked
WAL0772,CUST0678,CARD0506,PayPal,Active
WAL0773,CUST0953,CARD0632,Google Pay,Linked
WAL0774,CUST0674,CARD0507,Google Pay,Linked
WAL0775,CUST0147,CARD0054,Venmo,Unlinked
WAL0776,CUST0306,CARD0323,Samsung Pay,Linked
WAL0777,CUST0167,CARD0717,PayPal,Active
WAL0778,CUST0674,CARD0418,Google Pay,Active
WAL0779,CUST0898,CARD0390,PayPal,Linked
WAL0780,CUST0383,CARD0013,Venmo,Unlinked
WAL0781,CUST0221,CARD0241,Google Pay,Unlinked
WAL0782,CUST0418,CARD0993,Apple Pay,Active
WAL0783,CUST0611,CARD0832,Samsung Pay,Linked
WAL0784,CUST0020,CARD0419,Venmo,Active
WAL0785,CUST0600,CARD0106,PayPal,Linked
WAL0786,CUST0093,CARD0831,Samsung Pay,Linked
WAL0787,CUST0962,CARD0431,PayPal,Active
WAL0788,CUST0949,CARD0861,Google Pay,Unlinked
WAL0789,CUST0160,CARD0143,Venmo,Linked
WAL0790,CUST0980,CARD0318,Google Pay,Linked
WAL0791,CUST0229,CARD0555,PayPal,Linked
WAL0792,CUST0470,CARD0434,Google Pay,Active
WAL0793,CUST0373,CARD0032,Apple Pay,Linked
WAL0794,CUST0255,CARD0459,Venmo,Linked
WAL0795,CUST0010,CARD0011,PayPal,Active
WAL0796,CUST0188,CARD0304,Venmo,Linked
WAL0797,CUST0565,CARD0460,Google Pay,Active
WAL0798,CUST0932,CARD0885,Apple Pay,Unlinked
WAL0799,CUST0273,CARD0656,Google Pay,Active
WAL0800,CUST0584,CARD0158,Venmo,Active
WAL0801,CUST0463,CARD0776,Apple Pay,Linked
WAL0802,CUST0415,CARD0432,Samsung Pay,Unlinked
WAL0803,CUST0843,CARD0924,Venmo,Linked
WAL0804,CUST0836,CARD0944,Samsung Pay,Active
WAL0805,CUST0950,CARD0416,Samsung Pay,Active
WAL0806,CUST0722,CARD0017,Google Pay,Active
WAL0807,CUST0061,CARD0135,Google Pay,Linked
WAL0808,CUST0256,CARD0202,Google Pay,Unlinked
WAL0809,CUST0625,CARD0362,Google Pay,Unlinked
WAL0810,CUST0386,CARD0819,Samsung Pay,Linked
WAL0811,CUST0665,CARD0065,Apple Pay,Active
WAL0812,CUST0780,CARD0375,PayPal,Linked
WAL0813,CUST0460,CARD0517,Samsung Pay,Active
WAL0814,CUST0001,CARD0374,Apple Pay,Unlinked
WAL0815,CUST0136,CARD0028,Venmo,Unlinked
WAL0816,CUST0941,CARD0073,Samsung Pay,Linked
WAL0817,CUST0773,CARD0384,Samsung Pay,Active
WAL0818,CUST0301,CARD0978,Venmo,Active
WAL0819,CUST0249,CARD0204,Google Pay,Active
WAL0820,CUST0385,CARD0698,Venmo,Unlinked
WAL0821,CUST0326,CARD0005,PayPal,Linked
WAL0822,CUST0137,CARD0070,PayPal,Linked
WAL0823,CUST0865,CARD0452,Apple Pay,Unlinked
WAL0824,CUST0784,CARD0236,PayPal,Unlinked
WAL0825,CUST0913,CARD0696,Google Pay,Active
WAL0826,CUST0707,CARD0744,Samsung Pay,Unlinked
WAL0827,CUST0316,CARD0651,Samsung Pay,Linked
WAL0828,CUST0044,CARD0974,PayPal,Active
WAL0829,CUST0361,CARD0093,PayPal,Linked
WAL0830,CUST0364,CARD0434,Samsung Pay,Active
WAL0831,CUST0228,CARD0509,PayPal,Unlinked
WAL0832,CUST0716,CARD0829,Google Pay,Active
WAL0833,CUST0783,CARD0097,Apple Pay,Active
WAL0834,CUST0436,CARD0324,Samsung Pay,Linked
WAL0835,CUST0262,CARD0434,Venmo,Linked
WAL0836,CUST0514,CARD0056,Samsung Pay,Active
WAL0837,CUST0772,CARD0356,Venmo,Active
WAL0838,CUST0082,CARD0540,Samsung Pay,Unlinked
WAL0839,CUST0717,CARD0451,Apple Pay,Unlinked
WAL0840,CUST0546,CARD0586,PayPal,Active
WAL0841,CUST0835,CARD0064,Samsung Pay,Active
WAL0842,CUST0451,CARD0383,Venmo,Linked
WAL0843,CUST0809,CARD0133,Apple Pay,Unlinked
WAL0844,CUST0377,CARD0184,PayPal,Active
WAL0845,CUST0798,CARD0262,Apple Pay,Active
WAL0846,CUST0965,CARD0310,PayPal,Active
WAL0847,CUST0286,CARD0077,Apple Pay,Active
WAL0848,CUST0696,CARD0215,Samsung Pay,Unlinked
WAL0849,CUST0017,CARD0252,Apple Pay,Active
WAL0850,CUST0995,CARD0605,Google Pay,Active
WAL0851,CUST0249,CARD0335,Google Pay,Active
WAL0852,CUST0895,CARD0315,Apple Pay,Unlinked
WAL0853,CUST0410,CARD0453,Venmo,Active
WAL0854,CUST0847,CARD0581,Apple Pay,Linked
WAL0855,CUST0719,CARD0272,PayPal,Active
WAL0856,CUST0279,CARD0058,Venmo,Unlinked
WAL0857,CUST0861,CARD0727,Venmo,Linked
WAL0858,CUST0899,CARD0385,Apple Pay,Linked
WAL0859,CUST0921,CARD0992,Samsung Pay,Linked
WAL0860,CUST0523,CARD0271,Apple Pay,Active
WAL0861,CUST0560,CARD0750,Google Pay,Unlinked
WAL0862,CUST0151,CARD0764,Samsung Pay,Active
WAL0863,CUST0122,CARD0375,Samsung Pay,Linked
WAL0864,CUST0361,CARD0219,PayPal,Unlinked
WAL0865,CUST0896,CARD0100,PayPal,Unlinked
WAL0866,CUST0735,CARD0697,Apple Pay,Unlinked
WAL0867,CUST0584,CARD0832,Venmo,Linked
WAL0868,CUST0463,CARD0328,Samsung Pay,Active
WAL0869,CUST0511,CARD0712,Venmo,Active
WAL0870,CUST0255,CARD0962,Google Pay,Linked
WAL0871,CUST0531,CARD0940,PayPal,Active
WAL0872,CUST0379,CARD0479,PayPal,Active
WAL0873,CUST0284,CARD0598,Samsung Pay,Unlinked
WAL0874,CUST0962,CARD0056,Apple Pay,Unlinked
WAL0875,CUST0730,CARD0327,Google Pay,Linked
WAL0876,CUST0410,CARD0741,Venmo,Linked
WAL0877,CUST0421,CARD0472,Google Pay,Unlinked
WAL0878,CUST0156,CARD0127,Venmo,Active
WAL0879,CUST0203,CARD0587,PayPal,Active
WAL0880,CUST0984,CARD0956,Samsung Pay,Linked
WAL0881,CUST0131,CARD0753,Google Pay,Active
WAL0882,CUST0237,CARD0082,Google Pay,Unlinked
WAL0883,CUST0439,CARD0777,Apple Pay,Active
WAL0884,CUST0040,CARD0659,Google Pay,Active
WAL0885,CUST0391,CARD0955,PayPal,Linked
WAL0886,CUST0413,CARD0538,Samsung Pay,Unlinked
WAL0887,CUST0827,CARD0653,Apple Pay,Active
WAL0888,CUST0475,CARD0590,Venmo,Linked
WAL0889,CUST0619,CARD0545,Venmo,Active
WAL0890,CUST0795,CARD0408,PayPal,Linked
WAL0891,CUST0640,CARD0446,Google Pay,Linked
WAL0892,CUST0994,CARD0988,Apple Pay,Active
WAL0893,CUST0542,CARD0762,Venmo,Active
WAL0894,CUST0418,CARD0960,Google Pay,Unlinked
WAL0895,CUST0291,CARD0308,PayPal,Unlinked
WAL0896,CUST0600,CARD0868,PayPal,Unlinked
WAL0897,CUST0076,CARD0736,PayPal,Active
WAL0898,CUST0133,CARD0415,PayPal,Active
WAL0899,CUST0382,CARD0595,Apple Pay,Linked
WAL0900,CUST0596,CARD0220,Venmo,Linked
WAL0901,CUST0318,CARD0440,PayPal,Active
WAL0902,CUST0581,CARD0339,PayPal,Unlinked
WAL0903,CUST0837,CARD0398,PayPal,Unlinked
WAL0904,CUST0497,CARD0907,PayPal,Unlinked
WAL0905,CUST0992,CARD0127,Apple Pay,Linked
WAL0906,CUST0934,CARD0568,Apple Pay,Linked
WAL0907,CUST0876,CARD0241,Google Pay,Unlinked
WAL0908,CUST0909,CARD0200,Samsung Pay,Active
WAL0909,CUST0683,CARD0903,PayPal,Unlinked
WAL0910,CUST0927,CARD0331,Google Pay,Linked
WAL0911,CUST0179,CARD0731,Samsung Pay,Unlinked
WAL0912,CUST0139,CARD0622,Google Pay,Active
WAL0913,CUST0767,CARD0507,Apple Pay,Active
WAL0914,CUST0052,CARD0271,Google Pay,Active
WAL0915,CUST0975,CARD0643,Google Pay,Unlinked
WAL0916,CUST0263,CARD0687,Google Pay,Active
WAL0917,CUST0191,CARD0573,Google Pay,Active
WAL0918,CUST0620,CARD0472,Samsung Pay,Active
WAL0919,CUST0538,CARD0406,Venmo,Linked
WAL0920,CUST0397,CARD0561,Venmo,Active
WAL0921,CUST0189,CARD0978,Venmo,Unlinked
WAL0922,CUST0170,CARD0008,Apple Pay,Linked
WAL0923,CUST0985,CARD0384,Apple Pay,Unlinked
WAL0924,CUST0421,CARD0704,Google Pay,Linked
WAL0925,CUST0578,CARD0480,PayPal,Active
WAL0926,CUST0635,CARD0051,PayPal,Linked
WAL0927,CUST0132,CARD0791,Venmo,Active
WAL0928,CUST0012,CARD0191,Google Pay,Unlinked
WAL0929,CUST0394,CARD0994,PayPal,Linked
WAL0930,CUST0427,CARD0249,PayPal,Active
WAL0931,CUST0408,CARD0764,Samsung Pay,Unlinked
WAL0932,CUST0075,CARD0711,Venmo,Active
WAL0933,CUST0990,CARD0490,Apple Pay,Unlinked
WAL0934,CUST0465,CARD0868,Apple Pay,Linked
WAL0935,CUST0972,CARD0486,PayPal,Linked
WAL0936,CUST0954,CARD0821,PayPal,Linked
WAL0937,CUST0583,CARD0749,Venmo,Unlinked
WAL0938,CUST0598,CARD0091,Apple Pay,Linked
WAL0939,CUST0418,CARD0556,Samsung Pay,Linked
WAL0940,CUST0182,CARD0272,Google Pay,Linked
WAL0941,CUST0194,CARD0251,Samsung Pay,Unlinked
WAL0942,CUST0914,CARD0877,Samsung Pay,Unlinked
WAL0943,CUST0354,CARD0007,PayPal,Active
WAL0944,CUST0387,CARD0826,Apple Pay,Unlinked
WAL0945,CUST0625,CARD0658,Samsung Pay,Active
WAL0946,CUST0605,CARD0103,Samsung Pay,Active
WAL0947,CUST0931,CARD0578,Apple Pay,Active
WAL0948,CUST0912,CARD0191,Venmo,Unlinked
WAL0949,CUST0971,CARD0168,Google Pay,Unlinked
WAL0950,CUST0616,CARD0027,Google Pay,Unlinked
WAL0951,CUST0674,CARD0618,Google Pay,Unlinked
WAL0952,CUST0841,CARD0369,Samsung Pay,Unlinked
WAL0953,CUST0159,CARD0443,Apple Pay,Active
WAL0954,CUST0603,CARD0501,PayPal,Active
WAL0955,CUST0937,CARD0248,Samsung Pay,Linked
WAL0956,CUST0755,CARD0223,PayPal,Active
WAL0957,CUST0618,CARD0195,Samsung Pay,Linked
WAL0958,CUST0811,CARD0871,PayPal,Linked
WAL0959,CUST0975,CARD0837,Samsung Pay,Unlinked
WAL0960,CUST0752,CARD0148,Google Pay,Unlinked
WAL0961,CUST0562,CARD0707,PayPal,Unlinked
WAL0962,CUST0254,CARD0724,Apple Pay,Active
WAL0963,CUST0221,CARD0619,Apple Pay,Unlinked
WAL0964,CUST0329,CARD0716,Venmo,Active
WAL0965,CUST0770,CARD0491,PayPal,Linked
WAL0966,CUST0567,CARD0218,Google Pay,Unlinked
WAL0967,CUST0753,CARD0806,PayPal,Unlinked
WAL0968,CUST0489,CARD0699,Google Pay,Active
WAL0969,CUST0886,CARD0137,PayPal,Unlinked
WAL0970,CUST0996,CARD0216,Google Pay,Active
WAL0971,CUST0410,CARD0580,Apple Pay,Active
WAL0972,CUST0570,CARD0882,Venmo,Active
WAL0973,CUST0528,CARD0415,Venmo,Unlinked
WAL0974,CUST0476,CARD0297,Samsung Pay,Unlinked
WAL0975,CUST0728,CARD0266,PayPal,Unlinked
WAL0976,CUST0508,CARD0041,Venmo,Unlinked
WAL0977,CUST0462,CARD0191,Samsung Pay,Linked
WAL0978,CUST0626,CARD0890,Samsung Pay,Linked
WAL0979,CUST0192,CARD0575,Venmo,Active
WAL0980,CUST0382,CARD0944,Google Pay,Unlinked
WAL0981,CUST0939,CARD0137,Google Pay,Linked
WAL0982,CUST0800,CARD0330,PayPal,Unlinked
