AccountID,CustomerID,AccountType,Currency,Status
ACC0589,CUST0756,Savings,EUR,Closed
ACC0590,CUST0291,Credit,AUD,Closed
ACC0591,CUST0454,Credit,AUD,Closed
ACC0592,CUST0642,Loan,USD,Active
ACC0593,CUST0130,Savings,EUR,Closed
ACC0594,CUST0135,Checking,EUR,Active
ACC0595,CUST0540,Savings,GBP,Closed
ACC0596,CUST0859,Loan,CAD,Closed
ACC0597,CUST0175,Savings,AUD,Active
ACC0598,CUST0030,Savings,GBP,Suspended
ACC0599,CUST0036,Loan,USD,Active
ACC0600,CUST0680,Savings,AUD,Active
ACC0601,CUST0366,Savings,CAD,Suspended
ACC0602,CUST0882,Loan,USD,Closed
ACC0603,CUST0938,Loan,USD,Active
ACC0604,CUST0334,Checking,CAD,Suspended
ACC0605,CUST0885,Loan,INR,Active
ACC0606,CUST0488,Credit,GBP,Suspended
ACC0607,CUST0479,Credit,CAD,Closed
ACC0608,CUST0999,Credit,EUR,Closed
ACC0609,CUST0892,Checking,AUD,Active
ACC0610,CUST0554,Savings,CAD,Suspended
ACC0611,CUST0958,Loan,INR,Suspended
ACC0612,CUST0279,Checking,AUD,Closed
ACC0613,CUST0562,Savings,EUR,Active
ACC0614,CUST0456,Loan,EUR,Suspended
ACC0615,CUST0139,Savings,EUR,Active
ACC0616,CUST0993,Loan,CAD,Active
ACC0617,CUST0972,Credit,GBP,Active
ACC0618,CUST0715,Loan,AUD,Suspended
ACC0619,CUST0553,Loan,CAD,Closed
ACC0620,CUST0182,Checking,USD,Closed
ACC0621,CUST0606,Checking,GBP,Suspended
ACC0622,CUST0612,Checking,AUD,Suspended
ACC0623,CUST0468,Credit,GBP,Closed
ACC0624,CUST0647,Credit,CAD,Suspended
ACC0625,CUST0767,Loan,AUD,Closed
ACC0626,CUST0652,Checking,INR,Closed
ACC0627,CUST0899,Credit,CAD,Active
ACC0628,CUST0578,Credit,EUR,Suspended
ACC0629,CUST0446,Loan,USD,Active
ACC0630,CUST0537,Loan,USD,Closed
ACC0631,CUST0656,Savings,EUR,Closed
ACC0632,CUST0655,Savings,GBP,Suspended
ACC0633,CUST0547,Loan,GBP,Suspended
ACC0634,CUST0318,Savings,INR,Closed
ACC0635,CUST0931,Credit,INR,Closed
ACC0636,CUST0356,Loan,CAD,Closed
ACC0637,CUST0494,Loan,USD,Active
ACC0638,CUST0553,Checking,INR,Active
ACC0639,CUST0233,Credit,INR,Active
ACC0640,CUST0825,Credit,GBP,Closed
ACC0641,CUST0092,Checking,CAD,Suspended
ACC0642,CUST0453,Savings,EUR,Suspended
ACC0643,CUST0316,Loan,CAD,Active
ACC0644,CUST0375,Savings,INR,Closed
ACC0645,CUST0423,Credit,INR,Active
ACC0646,CUST0267,Savings,EUR,Closed
ACC0647,CUST0160,Credit,USD,Closed
ACC0648,CUST0311,Loan,USD,Suspended
ACC0649,CUST0011,Loan,GBP,Active
ACC0650,CUST0001,Loan,CAD,Suspended
ACC0651,CUST0536,Checking,USD,Suspended
ACC0652,CUST0835,Checking,AUD,Active
ACC0653,CUST0777,Checking,INR,Active
ACC0654,CUST0869,Loan,GBP,Suspended
ACC0655,CUST0140,Loan,AUD,Active
ACC0656,CUST0353,Savings,CAD,Active
ACC0657,CUST0294,Credit,AUD,Active
ACC0658,CUST0481,Checking,CAD,Active
ACC0659,CUST0548,Loan,GBP,Suspended
ACC0660,CUST0009,Loan,INR,Suspended
ACC0661,CUST0705,Credit,INR,Suspended
ACC0662,CUST0945,Checking,CAD,Closed
ACC0663,CUST0504,Checking,INR,Closed
ACC0664,CUST0970,Savings,USD,Active
ACC0665,CUST0774,Loan,GBP,Active
ACC0666,CUST0489,Savings,AUD,Suspended
ACC0667,CUST0307,Loan,INR,Suspended
ACC0668,CUST0010,Credit,AUD,Suspended
ACC0669,CUST0785,Savings,USD,Closed
ACC0670,CUST0441,Loan,GBP,Suspended
ACC0671,CUST0818,Checking,EUR,Closed
ACC0672,CUST0300,Credit,AUD,Closed
ACC0673,CUST0612,Loan,USD,Active
ACC0674,CUST0237,Savings,EUR,Suspended
ACC0675,CUST0816,Savings,GBP,Closed
ACC0676,CUST0008,Loan,CAD,Active
ACC0677,CUST0562,Credit,INR,Suspended
ACC0678,CUST0383,Loan,EUR,Closed
ACC0679,CUST0194,Savings,GBP,Active
ACC0680,CUST0422,Savings,EUR,Suspended
ACC0681,CUST0904,Checking,USD,Suspended
ACC0682,CUST0575,Checking,GBP,Suspended
ACC0683,CUST0448,Savings,GBP,Suspended
ACC0684,CUST0405,Checking,CAD,Suspended
ACC0685,CUST0256,Checking,INR,Closed
ACC0686,CUST0168,Loan,GBP,Closed
ACC0687,CUST0733,Credit,USD,Suspended
ACC0688,CUST0755,Loan,GBP,Active
ACC0689,CUST0662,Loan,GBP,Suspended
ACC0690,CUST0400,Checking,AUD,Suspended
ACC0691,CUST0849,Checking,INR,Closed
ACC0692,CUST0388,Credit,USD,Active
ACC0693,CUST0226,Credit,AUD,Suspended
ACC0694,CUST0270,Credit,EUR,Closed
ACC0695,CUST0082,Loan,INR,Suspended
ACC0696,CUST0433,Credit,EUR,Active
ACC0697,CUST0641,Savings,USD,Active
ACC0698,CUST0246,Savings,AUD,Closed
ACC0699,CUST0530,Loan,EUR,Suspended
ACC0700,CUST0783,Checking,AUD,Suspended
ACC0701,CUST0820,Credit,GBP,Closed
ACC0702,CUST0932,Savings,GBP,Active
ACC0703,CUST0628,Credit,INR,Closed
ACC0704,CUST0827,Savings,GBP,Closed
ACC0705,CUST0711,Savings,GBP,Closed
ACC0706,CUST0702,Credit,INR,Active
ACC0707,CUST0279,Savings,INR,Suspended
ACC0708,CUST0292,Credit,INR,Closed
ACC0709,CUST0665,Savings,GBP,Closed
ACC0710,CUST0761,Checking,USD,Closed
ACC0711,CUST0545,Loan,AUD,Closed
ACC0712,CUST0829,Loan,AUD,Active
ACC0713,CUST0276,Credit,GBP,Suspended
ACC0714,CUST0423,Loan,EUR,Suspended
ACC0715,CUST0193,Loan,USD,Suspended
ACC0716,CUST0874,Loan,EUR,Active
ACC0717,CUST0071,Loan,AUD,Suspended
ACC0718,CUST0187,Checking,GBP,Suspended
ACC0719,CUST0140,Checking,GBP,Active
ACC0720,CUST0297,Loan,CAD,Active
ACC0721,CUST0114,Checking,CAD,Closed
ACC0722,CUST0653,Checking,GBP,Suspended
ACC0723,CUST0467,Loan,EUR,Active
ACC0724,CUST0633,Credit,USD,Closed
ACC0725,CUST0464,Loan,EUR,Suspended
ACC0726,CUST0279,Checking,EUR,Suspended
ACC0727,CUST0718,Credit,AUD,Closed
ACC0728,CUST0638,Checking,EUR,Active
ACC0729,CUST0504,Checking,EUR,Closed
ACC0730,CUST0193,Savings,AUD,Active
ACC0731,CUST0329,Savings,AUD,Active
ACC0732,CUST0020,Savings,INR,Closed
ACC0733,CUST0156,Checking,AUD,Active
ACC0734,CUST0051,Loan,AUD,Closed
ACC0735,CUST0993,Loan,INR,Suspended
ACC0736,CUST0548,Checking,AUD,Suspended
ACC0737,CUST0023,Savings,INR,Active
ACC0738,CUST0191,Checking,USD,Suspended
ACC0739,CUST0996,Loan,CAD,Closed
ACC0740,CUST0105,Loan,CAD,Closed
ACC0741,CUST0289,Loan,USD,Closed
ACC0742,CUST0276,Checking,USD,Suspended
ACC0743,CUST0129,Loan,EUR,Suspended
ACC0744,CUST0733,Loan,USD,Suspended
ACC0745,CUST0449,Loan,CAD,Closed
ACC0746,CUST0745,Loan,GBP,Active
ACC0747,CUST0009,Credit,GBP,Closed
ACC0748,CUST0239,Checking,INR,Active
ACC0749,CUST0093,Checking,GBP,Active
ACC0750,CUST0155,Loan,EUR,Closed
ACC0751,CUST0016,Savings,CAD,Closed
ACC0752,CUST0506,Loan,AUD,Suspended
ACC0753,CUST0223,Checking,AUD,Active
ACC0754,CUST0351,Credit,GBP,Active
ACC0755,CUST0431,Loan,EUR,Suspended
ACC0756,CUST0320,Credit,INR,Active
ACC0757,CUST0805,Savings,GBP,Active
ACC0758,CUST0819,Savings,USD,Suspended
ACC0759,CUST0511,Loan,INR,Closed
ACC0760,CUST0381,Credit,USD,Suspended
ACC0761,CUST0475,Savings,EUR,Suspended
ACC0762,CUST0714,Loan,EUR,Closed
ACC0763,CUST0811,Savings,INR,Closed
ACC0764,CUST0033,Checking,EUR,Suspended
ACC0765,CUST0339,Credit,INR,Closed
ACC0766,CUST0083,Loan,EUR,Suspended
ACC0767,CUST0864,Savings,GBP,Closed
ACC0768,CUST0769,Savings,EUR,Suspended
ACC0769,CUST0975,Checking,EUR,Suspended
ACC0770,CUST0150,Loan,EUR,Active
ACC0771,CUST0058,Savings,USD,Active
ACC0772,CUST0273,Credit,CAD,Active
ACC0773,CUST0795,Savings,INR,Active
ACC0774,CUST0402,Credit,USD,Closed
ACC0775,CUST0074,Savings,USD,Closed
ACC0776,CUST0557,Loan,USD,Suspended
ACC0777,CUST0482,Loan,CAD,Closed
ACC0778,CUST0186,Loan,CAD,Active
ACC0779,CUST0197,Credit,USD,Suspended
ACC0780,CUST0918,Loan,EUR,Closed
ACC0781,CUST0862,Credit,USD,Active
ACC0782,CUST0257,Credit,USD,Active
ACC0783,CUST0837,Credit,INR,Suspended
ACC0784,CUST0391,Checking,AUD,Active
ACC0785,CUST0849,Savings,AUD,Active
ACC0786,CUST0013,Credit,USD,Active
ACC0787,CUST0125,Credit,CAD,Closed
ACC0788,CUST0998,Savings,USD,Suspended
ACC0789,CUST0787,Loan,GBP,Suspended
ACC0790,CUST0732,Checking,USD,Closed
ACC0791,CUST0255,Savings,USD,Suspended
ACC0792,CUST0395,Credit,GBP,Closed
ACC0793,CUST0790,Savings,INR,Closed
ACC0794,CUST0999,Credit,USD,Closed
ACC0795,CUST0454,Loan,USD,Closed
ACC0796,CUST0254,Savings,USD,Suspended
ACC0797,CUST0756,Checking,AUD,Suspended
ACC0798,CUST0035,Savings,EUR,Closed
ACC0799,CUST0204,Credit,AUD,Closed
ACC0800,CUST0472,Credit,EUR,Suspended
ACC0801,CUST0753,Checking,EUR,Closed
ACC0802,CUST0790,Credit,INR,Closed
ACC0803,CUST0097,Credit,GBP,Closed
ACC0804,CUST0534,Credit,USD,Closed
ACC0805,CUST0682,Savings,USD,Suspended
ACC0806,CUST0214,Savings,EUR,Suspended
ACC0807,CUST0485,Checking,INR,Active
ACC0808,CUST0399,Checking,GBP,Active
ACC0809,CUST0698,Loan,AUD,Active
ACC0810,CUST0985,Credit,GBP,Active
ACC0811,CUST0320,Checking,GBP,Active
ACC0812,CUST0959,Credit,EUR,Active
ACC0813,CUST0331,Checking,AUD,Active
ACC0814,CUST0163,Loan,INR,Closed
ACC0815,CUST0645,Checking,AUD,Active
ACC0816,CUST0746,Savings,EUR,Active
ACC0817,CUST0044,Credit,AUD,Active
ACC0818,CUST0763,Savings,AUD,Suspended
ACC0819,CUST0960,Checking,USD,Closed
ACC0820,CUST0563,Checking,USD,Active
ACC0821,CUST0534,Loan,AUD,Closed
ACC0822,CUST0126,Loan,USD,Active
ACC0823,CUST0260,Loan,AUD,Suspended
ACC0824,CUST0493,Checking,EUR,Closed
ACC0825,CUST0654,Loan,INR,Closed
ACC0826,CUST0306,Checking,EUR,Active
ACC0827,CUST0204,Checking,GBP,Active
ACC0828,CUST0370,Credit,EUR,Suspended
ACC0829,CUST0909,Savings,AUD,Suspended
ACC0830,CUST0054,Credit,USD,Active
ACC0831,CUST0885,Savings,INR,Suspended
ACC0832,CUST0683,Savings,USD,Suspended
ACC0833,CUST0224,Checking,EUR,Active
ACC0834,CUST0997,Loan,AUD,Active
ACC0835,CUST0116,Loan,INR,Active
ACC0836,CUST0242,Loan,CAD,Active
ACC0837,CUST0649,Credit,GBP,Closed
ACC0838,CUST0445,Loan,INR,Closed
ACC0839,CUST0333,Checking,AUD,Suspended
ACC0840,CUST0016,Loan,EUR,Suspended
ACC0841,CUST0172,Loan,CAD,Suspended
ACC0842,CUST0814,Loan,INR,Active
ACC0843,CUST0283,Credit,USD,Suspended
ACC0844,CUST0599,Checking,EUR,Closed
ACC0845,CUST0123,Loan,GBP,Active
ACC0846,CUST0406,Savings,CAD,Active
ACC0847,CUST0809,Credit,CAD,Suspended
ACC0848,CUST0249,Loan,EUR,Closed
ACC0849,CUST0010,Loan,AUD,Suspended
ACC0850,CUST0993,Credit,EUR,Active
ACC0851,CUST0044,Savings,CAD,Suspended
ACC0852,CUST0596,Savings,USD,Active
ACC0853,CUST0803,Credit,GBP,Active
ACC0854,CUST0708,Loan,USD,Closed
ACC0855,CUST0487,Credit,CAD,Closed
ACC0856,CUST0705,Credit,USD,Suspended
ACC0857,CUST0611,Credit,AUD,Suspended
ACC0858,CUST0159,Credit,EUR,Suspended
ACC0859,CUST0381,Savings,CAD,Closed
ACC0860,CUST0790,Credit,GBP,Closed
ACC0861,CUST0092,Loan,INR,Closed
ACC0862,CUST0255,Loan,GBP,Closed
ACC0863,CUST0162,Checking,AUD,Closed
ACC0864,CUST0512,Checking,INR,Suspended
ACC0865,CUST0094,Credit,USD,Active
ACC0866,CUST0703,Checking,USD,Suspended
ACC0867,CUST0634,Credit,GBP,Suspended
ACC0868,CUST0347,Savings,CAD,Suspended
ACC0869,CUST0954,Savings,USD,Closed
ACC0870,CUST0993,Savings,CAD,Closed
ACC0871,CUST0778,Savings,GBP,Closed
ACC0872,CUST0641,Loan,CAD,Closed
ACC0873,CUST0062,Savings,AUD,Closed
ACC0874,CUST0062,Savings,INR,Suspended
ACC0875,CUST0365,Loan,GBP,Active
ACC0876,CUST0661,Credit,INR,Closed
ACC0877,CUST0158,Checking,CAD,Active
ACC0878,CUST0719,Credit,EUR,Closed
ACC0879,CUST0550,Credit,AUD,Active
ACC0880,CUST0811,Checking,CAD,Suspended
ACC0881,CUST0110,Savings,GBP,Closed
ACC0882,CUST0129,Savings,CAD,Suspended
ACC0883,CUST0500,Savings,EUR,Closed
ACC0884,CUST0239,Savings,USD,Active
ACC0885,CUST0325,Checking,CAD,Suspended
ACC0886,CUST0572,Savings,INR,Closed
ACC0887,CUST0808,Savings,GBP,Suspended
ACC0888,CUST0661,Savings,EUR,Suspended
ACC0889,CUST0775,Checking,USD,Active
ACC0890,CUST0356,Loan,INR,Suspended
ACC0891,CUST0825,Checking,CAD,Closed
ACC0892,CUST0914,Savings,INR,Closed
ACC0893,CUST0450,Checking,USD,Suspended
ACC0894,CUST0751,Credit,CAD,Suspended
ACC0895,CUST0198,Credit,CAD,Closed
ACC0896,CUST0022,Loan,AUD,Suspended
ACC0897,CUST0706,Savings,INR,Active
ACC0898,CUST0387,Loan,INR,Active
ACC0899,CUST0367,Credit,USD,Suspended
ACC0900,CUST0742,Loan,USD,Closed
ACC0901,CUST0138,Credit,EUR,Active
ACC0902,CUST0257,Credit,CAD,Suspended
ACC0903,CUST0921,Checking,CAD,Suspended
ACC0904,CUST0041,Savings,INR,Suspended
ACC0905,CUST0497,Credit,AUD,Active
ACC0906,CUST0724,Savings,USD,Closed
ACC0907,CUST0449,Loan,INR,Active
ACC0908,CUST0573,Loan,EUR,Closed
ACC0909,CUST0302,Credit,USD,Closed
ACC0910,CUST0556,Savings,GBP,Suspended
ACC0911,CUST0714,Credit,EUR,Closed
ACC0912,CUST0502,Credit,GBP,Closed
ACC0913,CUST0195,Checking,EUR,Closed
ACC0914,CUST0581,Loan,AUD,Suspended
ACC0915,CUST0192,Savings,CAD,Active
ACC0916,CUST0557,Loan,USD,Suspended
ACC0917,CUST0357,Checking,EUR,Closed
ACC0918,CUST0332,Loan,CAD,Closed
ACC0919,CUST0750,Checking,INR,Suspended
ACC0920,CUST0480,Loan,CAD,Suspended
ACC0921,CUST0282,Savings,GBP,Closed
ACC0922,CUST0889,Checking,INR,Closed
ACC0923,CUST0852,Loan,AUD,Closed
ACC0924,CUST0614,Checking,AUD,Suspended
ACC0925,CUST0937,Savings,GBP,Suspended
ACC0926,CUST0882,Loan,INR,Active
ACC0927,CUST0568,Credit,CAD,Closed
ACC0928,CUST0165,Savings,GBP,Active
ACC0929,CUST0071,Savings,CAD,Suspended
ACC0930,CUST0544,Savings,INR,Closed
ACC0931,CUST0159,Savings,AUD,Closed
ACC0932,CUST0461,Credit,CAD,Active
ACC0933,CUST0303,Loan,CAD,Closed
ACC0934,CUST0840,Savings,AUD,Suspended
ACC0935,CUST0270,Loan,GBP,Active
ACC0936,CUST0555,Checking,EUR,Active
ACC0937,CUST0376,Savings,CAD,Active
ACC0938,CUST0465,Savings,USD,Active
ACC0939,CUST0001,Loan,USD,Closed
ACC0940,CUST0795,Credit,GBP,Suspended
ACC0941,CUST0654,Checking,CAD,Active
ACC0942,CUST0519,Credit,CAD,Suspended
ACC0943,CUST0389,Loan,EUR,Suspended
ACC0944,CUST0752,Savings,INR,Suspended
ACC0945,CUST0190,Loan,EUR,Active
ACC0946,CUST0905,Loan,USD,Active
ACC0947,CUST0020,Loan,USD,Closed
ACC0948,CUST0635,Loan,INR,Active
ACC0949,CUST0878,Savings,USD,Active
ACC0950,CUST0373,Checking,USD,Suspended
ACC0951,CUST0795,Savings,CAD,Suspended
ACC0952,CUST0636,Loan,INR,Suspended
ACC0953,CUST0245,Loan,USD,Closed
ACC0954,CUST0329,Savings,EUR,Active
ACC0955,CUST0739,Credit,CAD,Active
ACC0956,CUST0065,Credit,AUD,Closed
ACC0957,CUST0675,Credit,INR,Active
ACC0958,CUST0991,Loan,GBP,Active
ACC0959,CUST0552,Savings,EUR,Suspended
ACC0960,CUST0839,Savings,GBP,Suspended
ACC0961,CUST0397,Credit,AUD,Active
ACC0962,CUST0195,Credit,AUD,Closed
ACC0963,CUST0537,Savings,USD,Active
ACC0964,CUST0700,Loan,USD,Active
ACC0965,CUST0510,Credit,INR,Closed
ACC0966,CUST0785,Checking,AUD,Active
ACC0967,CUST0565,Checking,CAD,Suspended
ACC0968,CUST0158,Savings,CAD,Suspended
ACC0969,CUST0628,Loan,EUR,Suspended
ACC0970,CUST0290,Checking,GBP,Suspended
ACC0971,CUST0331,Credit,INR,Active
ACC0972,CUST0420,Loan,CAD,Closed
ACC0973,CUST0657,Savings,CAD,Suspended
ACC0974,CUST0330,Credit,AUD,Active
ACC0975,CUST0114,Loan,GBP,Closed
ACC0976,CUST0099,Savings,AUD,Closed
ACC0977,CUST0536,Loan,GBP,Closed
ACC0978,CUST0675,Checking,AUD,Closed
ACC0979,CUST0069,Checking,AUD,Active
ACC0980,CUST0045,Savings,USD,Closed
ACC0981,CUST0856,Checking,USD,Active
ACC0982,CUST0961,Savings,CAD,Suspended
ACC0983,CUST0133,Checking,USD,Suspended
ACC0984,CUST0183,Loan,CAD,Active
ACC0985,CUST0895,Loan,CAD,Active
ACC0986,CUST0033,Savings,GBP,Closed
ACC0987,CUST0207,Credit,CAD,Closed
ACC0988,CUST0110,Loan,CAD,Active
ACC0989,CUST0498,Loan,CAD,Closed
ACC0990,CUST0197,Savings,USD,Active
ACC0991,CUST0102,Savings,USD,Closed
ACC0992,CUST0033,Credit,EUR,Active
ACC0993,CUST0585,Savings,AUD,Active
ACC0994,CUST0658,Credit,INR,Closed
ACC0995,CUST0857,Savings,GBP,Active
ACC0996,CUST0398,Loan,INR,Active
ACC0997,CUST0674,Savings,EUR,Suspended
ACC0998,CUST0502,Checking,CAD,Active
ACC0999,CUST0539,Loan,CAD,Closed
ACC1000,CUST0639,Checking,EUR,Suspended
