MerchantID,MerchantName,Sector,Country
MERCH0555,Merchant Generic 555,Entertainment,India
MERCH0556,Merchant Generic 556,Entertainment,USA
MERCH0557,Merchant Generic 557,Entertainment,Singapore
MERCH0558,Merchant Generic 558,Utilities,France
MERCH0559,Merchant Generic 559,Entertainment,Germany
MERCH0560,Merchant Generic 560,Utilities,USA
MERCH0561,Merchant Generic 561,Travel,UK
MERCH0562,Merchant Generic 562,Entertainment,France
MERCH0563,Merchant Generic 563,Utilities,USA
MERCH0564,Merchant Generic 564,Retail,India
MERCH0565,Merchant Generic 565,Entertainment,Australia
MERCH0566,Merchant Generic 566,Retail,Canada
MERCH0567,Merchant Generic 567,Entertainment,UK
MERCH0568,Merchant Generic 568,Travel,UK
MERCH0569,Merchant Generic 569,Utilities,Canada
MERCH0570,Merchant Generic 570,Entertainment,Canada
MERCH0571,Merchant Generic 571,Entertainment,Singapore
MERCH0572,Merchant Generic 572,Travel,India
MERCH0573,Merchant Generic 573,Dining,Germany
MERCH0574,Merchant Generic 574,Dining,France
MERCH0575,Merchant Generic 575,E-commerce,Singapore
MERCH0576,Merchant Generic 576,Entertainment,Australia
MERCH0577,Merchant Generic 577,Dining,Singapore
MERCH0578,Merchant Generic 578,E-commerce,USA
MERCH0579,Merchant Generic 579,Dining,UK
MERCH0580,Merchant Generic 580,E-commerce,France
MERCH0581,Merchant Generic 581,Dining,France
MERCH0582,Merchant Generic 582,E-commerce,USA
MERCH0583,Merchant Generic 583,Travel,Canada
MERCH0584,Merchant Generic 584,Dining,UK
MERCH0585,Merchant Generic 585,Utilities,India
MERCH0586,Merchant Generic 586,Retail,UK
MERCH0587,Merchant Generic 587,Utilities,France
MERCH0588,Merchant Generic 588,E-commerce,Germany
MERCH0589,Merchant Generic 589,Travel,India
MERCH0590,Merchant Generic 590,Utilities,India
MERCH0591,Merchant Generic 591,Travel,USA
MERCH0592,Merchant Generic 592,Dining,Canada
MERCH0593,Merchant Generic 593,Retail,Germany
MERCH0594,Merchant Generic 594,Dining,UK
MERCH0595,Merchant Generic 595,Entertainment,India
MERCH0596,Merchant Generic 596,Entertainment,UK
MERCH0597,Merchant Generic 597,Retail,Australia
MERCH0598,Merchant Generic 598,Dining,Germany
MERCH0599,Merchant Generic 599,Utilities,Germany
MERCH0600,Merchant Generic 600,Travel,Australia
MERCH0601,Merchant Generic 601,Entertainment,USA
MERCH0602,Merchant Generic 602,E-commerce,France
MERCH0603,Merchant Generic 603,Travel,Singapore
MERCH0604,Merchant Generic 604,Travel,Australia
MERCH0605,Merchant Generic 605,E-commerce,India
MERCH0606,Merchant Generic 606,Entertainment,Germany
MERCH0607,Merchant Generic 607,E-commerce,Canada
MERCH0608,Merchant Generic 608,Entertainment,Germany
MERCH0609,Merchant Generic 609,E-commerce,USA
MERCH0610,Merchant Generic 610,Travel,India
MERCH0611,Merchant Generic 611,Utilities,Canada
MERCH0612,Merchant Generic 612,Entertainment,Germany
MERCH0613,Merchant Generic 613,Utilities,Germany
MERCH0614,Merchant Generic 614,E-commerce,USA
MERCH0615,Merchant Generic 615,Entertainment,India
MERCH0616,Merchant Generic 616,Dining,Australia
MERCH0617,Merchant Generic 617,Dining,USA
MERCH0618,Merchant Generic 618,Dining,India
MERCH0619,Merchant Generic 619,Dining,Canada
MERCH0620,Merchant Generic 620,Retail,Germany
MERCH0621,Merchant Generic 621,Retail,Germany
MERCH0622,Merchant Generic 622,Travel,Singapore
MERCH0623,Merchant Generic 623,Travel,France
MERCH0624,Merchant Generic 624,Entertainment,UK
MERCH0625,Merchant Generic 625,E-commerce,Australia
MERCH0626,Merchant Generic 626,Entertainment,Australia
MERCH0627,Merchant Generic 627,Travel,USA
MERCH0628,Merchant Generic 628,Utilities,France
MERCH0629,Merchant Generic 629,E-commerce,Australia
MERCH0630,Merchant Generic 630,E-commerce,UK
MERCH0631,Merchant Generic 631,Travel,Germany
MERCH0632,Merchant Generic 632,Retail,Singapore
MERCH0633,Merchant Generic 633,E-commerce,India
MERCH0634,Merchant Generic 634,Retail,France
MERCH0635,Merchant Generic 635,Travel,India
MERCH0636,Merchant Generic 636,Dining,Singapore
MERCH0637,Merchant Generic 637,Entertainment,USA
MERCH0638,Merchant Generic 638,Utilities,France
MERCH0639,Merchant Generic 639,Travel,France
MERCH0640,Merchant Generic 640,Utilities,France
MERCH0641,Merchant Generic 641,Retail,France
MERCH0642,Merchant Generic 642,E-commerce,Singapore
MERCH0643,Merchant Generic 643,Retail,Canada
MERCH0644,Merchant Generic 644,Travel,Singapore
MERCH0645,Merchant Generic 645,Retail,Singapore
MERCH0646,Merchant Generic 646,Utilities,Australia
MERCH0647,Merchant Generic 647,E-commerce,Canada
MERCH0648,Merchant Generic 648,Retail,India
MERCH0649,Merchant Generic 649,E-commerce,Germany
MERCH0650,Merchant Generic 650,Entertainment,India
MERCH0651,Merchant Generic 651,Entertainment,USA
MERCH0652,Merchant Generic 652,Travel,UK
MERCH0653,Merchant Generic 653,Travel,Singapore
MERCH0654,Merchant Generic 654,Dining,France
MERCH0655,Merchant Generic 655,E-commerce,UK
MERCH0656,Merchant Generic 656,Travel,Australia
MERCH0657,Merchant Generic 657,Utilities,France
MERCH0658,Merchant Generic 658,Entertainment,Germany
MERCH0659,Merchant Generic 659,E-commerce,Germany
MERCH0660,Merchant Generic 660,Utilities,France
MERCH0661,Merchant Generic 661,Dining,Singapore
MERCH0662,Merchant Generic 662,Retail,Singapore
MERCH0663,Merchant Generic 663,Dining,USA
MERCH0664,Merchant Generic 664,Dining,Canada
MERCH0665,Merchant Generic 665,Entertainment,Canada
MERCH0666,Merchant Generic 666,Entertainment,France
MERCH0667,Merchant Generic 667,Entertainment,India
MERCH0668,Merchant Generic 668,Retail,India
MERCH0669,Merchant Generic 669,Utilities,USA
MERCH0670,Merchant Generic 670,Retail,Germany
MERCH0671,Merchant Generic 671,Retail,Singapore
MERCH0672,Merchant Generic 672,Utilities,Australia
MERCH0673,Merchant Generic 673,Dining,India
MERCH0674,Merchant Generic 674,Travel,Canada
MERCH0675,Merchant Generic 675,Travel,India
MERCH0676,Merchant Generic 676,Utilities,UK
MERCH0677,Merchant Generic 677,Travel,UK
MERCH0678,Merchant Generic 678,Utilities,India
MERCH0679,Merchant Generic 679,Travel,Australia
MERCH0680,Merchant Generic 680,Dining,Australia
MERCH0681,Merchant Generic 681,Travel,UK
MERCH0682,Merchant Generic 682,Utilities,Germany
MERCH0683,Merchant Generic 683,E-commerce,Canada
MERCH0684,Merchant Generic 684,Utilities,Canada
MERCH0685,Merchant Generic 685,E-commerce,India
MERCH0686,Merchant Generic 686,Utilities,India
MERCH0687,Merchant Generic 687,Entertainment,France
MERCH0688,Merchant Generic 688,Entertainment,Australia
MERCH0689,Merchant Generic 689,Retail,India
MERCH0690,Merchant Generic 690,E-commerce,Germany
MERCH0691,Merchant Generic 691,Retail,France
MERCH0692,Merchant Generic 692,Entertainment,France
MERCH0693,Merchant Generic 693,Entertainment,UK
MERCH0694,Merchant Generic 694,Dining,France
MERCH0695,Merchant Generic 695,Utilities,India
MERCH0696,Merchant Generic 696,Utilities,Australia
MERCH0697,Merchant Generic 697,Travel,India
MERCH0698,Merchant Generic 698,Travel,Singapore
MERCH0699,Merchant Generic 699,Dining,Singapore
MERCH0700,Merchant Generic 700,Travel,Germany
MERCH0701,Merchant Generic 701,E-commerce,Singapore
MERCH0702,Merchant Generic 702,Entertainment,Canada
MERCH0703,Merchant Generic 703,Utilities,Canada
MERCH0704,Merchant Generic 704,Entertainment,India
MERCH0705,Merchant Generic 705,Dining,Germany
MERCH0706,Merchant Generic 706,Retail,USA
MERCH0707,Merchant Generic 707,E-commerce,France
MERCH0708,Merchant Generic 708,Dining,Singapore
MERCH0709,Merchant Generic 709,Travel,Canada
MERCH0710,Merchant Generic 710,Dining,UK
MERCH0711,Merchant Generic 711,Retail,India
MERCH0712,Merchant Generic 712,Entertainment,India
MERCH0713,Merchant Generic 713,Entertainment,India
MERCH0714,Merchant Generic 714,Entertainment,India
MERCH0715,Merchant Generic 715,Entertainment,Australia
MERCH0716,Merchant Generic 716,Entertainment,USA
MERCH0717,Merchant Generic 717,Travel,Australia
MERCH0718,Merchant Generic 718,Dining,Canada
MERCH0719,Merchant Generic 719,Dining,UK
MERCH0720,Merchant Generic 720,Travel,India
MERCH0721,Merchant Generic 721,Dining,USA
MERCH0722,Merchant Generic 722,E-commerce,France
MERCH0723,Merchant Generic 723,E-commerce,Australia
MERCH0724,Merchant Generic 724,Retail,Canada
MERCH0725,Merchant Generic 725,Utilities,Singapore
MERCH0726,Merchant Generic 726,Utilities,UK
MERCH0727,Merchant Generic 727,E-commerce,France
MERCH0728,Merchant Generic 728,Travel,USA
MERCH0729,Merchant Generic 729,Entertainment,India
MERCH0730,Merchant Generic 730,Dining,Australia
MERCH0731,Merchant Generic 731,Entertainment,Canada
MERCH0732,Merchant Generic 732,Entertainment,Singapore
MERCH0733,Merchant Generic 733,Dining,France
MERCH0734,Merchant Generic 734,Retail,Australia
MERCH0735,Merchant Generic 735,Dining,Canada
MERCH0736,Merchant Generic 736,Dining,Singapore
MERCH0737,Merchant Generic 737,E-commerce,Australia
MERCH0738,Merchant Generic 738,Retail,France
MERCH0739,Merchant Generic 739,Dining,Canada
MERCH0740,Merchant Generic 740,Dining,Germany
MERCH0741,Merchant Generic 741,Travel,UK
MERCH0742,Merchant Generic 742,Travel,USA
MERCH0743,Merchant Generic 743,E-commerce,Australia
MERCH0744,Merchant Generic 744,E-commerce,Singapore
MERCH0745,Merchant Generic 745,Dining,Singapore
MERCH0746,Merchant Generic 746,Dining,Australia
MERCH0747,Merchant Generic 747,Entertainment,Singapore
MERCH0748,Merchant Generic 748,Retail,Australia
MERCH0749,Merchant Generic 749,E-commerce,Canada
MERCH0750,Merchant Generic 750,Utilities,Singapore
MERCH0751,Merchant Generic 751,Dining,UK
MERCH0752,Merchant Generic 752,E-commerce,France
MERCH0753,Merchant Generic 753,Retail,Canada
MERCH0754,Merchant Generic 754,E-commerce,Australia
MERCH0755,Merchant Generic 755,Entertainment,Singapore
MERCH0756,Merchant Generic 756,Entertainment,UK
MERCH0757,Merchant Generic 757,E-commerce,USA
MERCH0758,Merchant Generic 758,Retail,USA
MERCH0759,Merchant Generic 759,Entertainment,India
MERCH0760,Merchant Generic 760,Retail,Singapore
MERCH0761,Merchant Generic 761,Entertainment,India
MERCH0762,Merchant Generic 762,Entertainment,UK
MERCH0763,Merchant Generic 763,E-commerce,India
MERCH0764,Merchant Generic 764,Retail,Germany
MERCH0765,Merchant Generic 765,Travel,UK
MERCH0766,Merchant Generic 766,Retail,USA
MERCH0767,Merchant Generic 767,Dining,Singapore
MERCH0768,Merchant Generic 768,E-commerce,Singapore
MERCH0769,Merchant Generic 769,Dining,USA
MERCH0770,Merchant Generic 770,Entertainment,Germany
MERCH0771,Merchant Generic 771,Travel,India
MERCH0772,Merchant Generic 772,Utilities,USA
MERCH0773,Merchant Generic 773,Travel,France
MERCH0774,Merchant Generic 774,Entertainment,India
MERCH0775,Merchant Generic 775,E-commerce,Singapore
MERCH0776,Merchant Generic 776,Travel,India
MERCH0777,Merchant Generic 777,Dining,UK
MERCH0778,Merchant Generic 778,Retail,UK
MERCH0779,Merchant Generic 779,Utilities,Canada
MERCH0780,Merchant Generic 780,Utilities,Germany
MERCH0781,Merchant Generic 781,Retail,UK
MERCH0782,Merchant Generic 782,Travel,Canada
MERCH0783,Merchant Generic 783,Travel,France
MERCH0784,Merchant Generic 784,Travel,India
MERCH0785,Merchant Generic 785,Dining,France
MERCH0786,Merchant Generic 786,Retail,Canada
MERCH0787,Merchant Generic 787,E-commerce,Australia
MERCH0788,Merchant Generic 788,Dining,Singapore
MERCH0789,Merchant Generic 789,Utilities,Australia
MERCH0790,Merchant Generic 790,Utilities,Germany
MERCH0791,Merchant Generic 791,Retail,UK
MERCH0792,Merchant Generic 792,Dining,France
MERCH0793,Merchant Generic 793,Retail,UK
MERCH0794,Merchant Generic 794,Utilities,Singapore
MERCH0795,Merchant Generic 795,E-commerce,Singapore
MERCH0796,Merchant Generic 796,Utilities,Australia
MERCH0797,Merchant Generic 797,Retail,Germany
MERCH0798,Merchant Generic 798,Dining,France
MERCH0799,Merchant Generic 799,E-commerce,Germany
MERCH0800,Merchant Generic 800,Entertainment,Singapore
MERCH0801,Merchant Generic 801,Dining,France
MERCH0802,Merchant Generic 802,Dining,Singapore
MERCH0803,Merchant Generic 803,Travel,Germany
MERCH0804,Merchant Generic 804,Utilities,Germany
MERCH0805,Merchant Generic 805,Utilities,USA
MERCH0806,Merchant Generic 806,Entertainment,Canada
MERCH0807,Merchant Generic 807,Utilities,Canada
MERCH0808,Merchant Generic 808,Retail,Germany
MERCH0809,Merchant Generic 809,Utilities,USA
MERCH0810,Merchant Generic 810,Utilities,Australia
MERCH0811,Merchant Generic 811,Dining,France
MERCH0812,Merchant Generic 812,Retail,France
MERCH0813,Merchant Generic 813,Travel,Germany
MERCH0814,Merchant Generic 814,Retail,Germany
MERCH0815,Merchant Generic 815,Utilities,Canada
MERCH0816,Merchant Generic 816,Entertainment,Germany
MERCH0817,Merchant Generic 817,Dining,Singapore
MERCH0818,Merchant Generic 818,E-commerce,Singapore
MERCH0819,Merchant Generic 819,Entertainment,Germany
MERCH0820,Merchant Generic 820,Utilities,Canada
MERCH0821,Merchant Generic 821,Utilities,Canada
MERCH0822,Merchant Generic 822,Retail,Canada
MERCH0823,Merchant Generic 823,Utilities,Germany
MERCH0824,Merchant Generic 824,Utilities,India
MERCH0825,Merchant Generic 825,Retail,Germany
MERCH0826,Merchant Generic 826,E-commerce,Australia
MERCH0827,Merchant Generic 827,E-commerce,USA
MERCH0828,Merchant Generic 828,Entertainment,Australia
MERCH0829,Merchant Generic 829,Travel,Germany
MERCH0830,Merchant Generic 830,E-commerce,Canada
MERCH0831,Merchant Generic 831,Utilities,USA
MERCH0832,Merchant Generic 832,E-commerce,Germany
MERCH0833,Merchant Generic 833,Dining,France
MERCH0834,Merchant Generic 834,Travel,India
MERCH0835,Merchant Generic 835,E-commerce,Singapore
MERCH0836,Merchant Generic 836,Travel,Canada
MERCH0837,Merchant Generic 837,E-commerce,France
MERCH0838,Merchant Generic 838,Utilities,Canada
MERCH0839,Merchant Generic 839,Travel,France
MERCH0840,Merchant Generic 840,Dining,France
MERCH0841,Merchant Generic 841,E-commerce,India
MERCH0842,Merchant Generic 842,E-commerce,Singapore
MERCH0843,Merchant Generic 843,Utilities,Canada
MERCH0844,Merchant Generic 844,Retail,Singapore
MERCH0845,Merchant Generic 845,Entertainment,Canada
MERCH0846,Merchant Generic 846,Utilities,Singapore
MERCH0847,Merchant Generic 847,Utilities,India
MERCH0848,Merchant Generic 848,E-commerce,USA
MERCH0849,Merchant Generic 849,Retail,UK
MERCH0850,Merchant Generic 850,Travel,France
MERCH0851,Merchant Generic 851,Retail,Australia
MERCH0852,Merchant Generic 852,Travel,Germany
MERCH0853,Merchant Generic 853,Entertainment,Australia
MERCH0854,Merchant Generic 854,Entertainment,Australia
MERCH0855,Merchant Generic 855,E-commerce,Canada
MERCH0856,Merchant Generic 856,Utilities,Germany
MERCH0857,Merchant Generic 857,E-commerce,UK
MERCH0858,Merchant Generic 858,Retail,Australia
MERCH0859,Merchant Generic 859,Travel,France
MERCH0860,Merchant Generic 860,Utilities,Singapore
MERCH0861,Merchant Generic 861,Dining,Singapore
MERCH0862,Merchant Generic 862,Entertainment,USA
MERCH0863,Merchant Generic 863,Travel,Australia
MERCH0864,Merchant Generic 864,Utilities,Australia
MERCH0865,Merchant Generic 865,Entertainment,France
MERCH0866,Merchant Generic 866,E-commerce,USA
MERCH0867,Merchant Generic 867,Utilities,India
MERCH0868,Merchant Generic 868,Dining,UK
MERCH0869,Merchant Generic 869,Travel,France
MERCH0870,Merchant Generic 870,Entertainment,UK
MERCH0871,Merchant Generic 871,Utilities,Germany
MERCH0872,Merchant Generic 872,E-commerce,UK
MERCH0873,Merchant Generic 873,Dining,USA
MERCH0874,Merchant Generic 874,E-commerce,Singapore
MERCH0875,Merchant Generic 875,Dining,Australia
MERCH0876,Merchant Generic 876,Utilities,Australia
MERCH0877,Merchant Generic 877,Travel,Germany
MERCH0878,Merchant Generic 878,Travel,Canada
MERCH0879,Merchant Generic 879,Utilities,Australia
MERCH0880,Merchant Generic 880,Travel,Australia
MERCH0881,Merchant Generic 881,Entertainment,Singapore
MERCH0882,Merchant Generic 882,Dining,Canada
MERCH0883,Merchant Generic 883,Entertainment,USA
MERCH0884,Merchant Generic 884,Travel,Germany
MERCH0885,Merchant Generic 885,Dining,Germany
MERCH0886,Merchant Generic 886,Retail,UK
MERCH0887,Merchant Generic 887,E-commerce,Australia
MERCH0888,Merchant Generic 888,Retail,UK
MERCH0889,Merchant Generic 889,Dining,Canada
MERCH0890,Merchant Generic 890,Travel,Germany
MERCH0891,Merchant Generic 891,Travel,USA
MERCH0892,Merchant Generic 892,Dining,Australia
MERCH0893,Merchant Generic 893,E-commerce,Australia
MERCH0894,Merchant Generic 894,Utilities,Australia
MERCH0895,Merchant Generic 895,Travel,Singapore
MERCH0896,Merchant Generic 896,Retail,Singapore
MERCH0897,Merchant Generic 897,E-commerce,UK
MERCH0898,Merchant Generic 898,Travel,USA
MERCH0899,Merchant Generic 899,Dining,France
MERCH0900,Merchant Generic 900,Utilities,UK
MERCH0901,Merchant Generic 901,Retail,Australia
MERCH0902,Merchant Generic 902,Dining,Singapore
MERCH0903,Merchant Generic 903,Utilities,UK
MERCH0904,Merchant Generic 904,Travel,Singapore
MERCH0905,Merchant Generic 905,Utilities,UK
MERCH0906,Merchant Generic 906,E-commerce,Singapore
MERCH0907,Merchant Generic 907,Travel,Australia
MERCH0908,Merchant Generic 908,Travel,UK
MERCH0909,Merchant Generic 909,Entertainment,Australia
MERCH0910,Merchant Generic 910,Travel,Singapore
MERCH0911,Merchant Generic 911,Utilities,Germany
MERCH0912,Merchant Generic 912,E-commerce,USA
MERCH0913,Merchant Generic 913,Retail,India
MERCH0914,Merchant Generic 914,Dining,UK
MERCH0915,Merchant Generic 915,Dining,Singapore
MERCH0916,Merchant Generic 916,Entertainment,Australia
MERCH0917,Merchant Generic 917,E-commerce,Singapore
MERCH0918,Merchant Generic 918,Travel,USA
MERCH0919,Merchant Generic 919,Retail,Germany
MERCH0920,Merchant Generic 920,Entertainment,India
MERCH0921,Merchant Generic 921,Dining,Germany
MERCH0922,Merchant Generic 922,Dining,Singapore
MERCH0923,Merchant Generic 923,Utilities,Canada
MERCH0924,Merchant Generic 924,Dining,France
MERCH0925,Merchant Generic 925,Travel,Singapore
MERCH0926,Merchant Generic 926,Travel,Germany
MERCH0927,Merchant Generic 927,Travel,Germany
MERCH0928,Merchant Generic 928,Travel,Germany
MERCH0929,Merchant Generic 929,Travel,Australia
MERCH0930,Merchant Generic 930,Dining,France
MERCH0931,Merchant Generic 931,Retail,Germany
MERCH0932,Merchant Generic 932,Dining,Germany
MERCH0933,Merchant Generic 933,Travel,Singapore
MERCH0934,Merchant Generic 934,Utilities,UK
MERCH0935,Merchant Generic 935,E-commerce,Canada
MERCH0936,Merchant Generic 936,Dining,Singapore
MERCH0937,Merchant Generic 937,Utilities,USA
MERCH0938,Merchant Generic 938,Retail,France
MERCH0939,Merchant Generic 939,Dining,Singapore
MERCH0940,Merchant Generic 940,Travel,Singapore
MERCH0941,Merchant Generic 941,Travel,Canada
MERCH0942,Merchant Generic 942,E-commerce,Canada
MERCH0943,Merchant Generic 943,Entertainment,UK
MERCH0944,Merchant Generic 944,E-commerce,India
MERCH0945,Merchant Generic 945,Entertainment,Germany
MERCH0946,Merchant Generic 946,E-commerce,UK
MERCH0947,Merchant Generic 947,Utilities,Singapore
MERCH0948,Merchant Generic 948,Retail,France
MERCH0949,Merchant Generic 949,Entertainment,Canada
MERCH0950,Merchant Generic 950,Entertainment,Australia
MERCH0951,Merchant Generic 951,Dining,UK
MERCH0952,Merchant Generic 952,E-commerce,Australia
MERCH0953,Merchant Generic 953,Entertainment,Australia
MERCH0954,Merchant Generic 954,Entertainment,Germany
MERCH0955,Merchant Generic 955,Retail,Germany
MERCH0956,Merchant Generic 956,Utilities,France
MERCH0957,Merchant Generic 957,Retail,Singapore
MERCH0958,Merchant Generic 958,Travel,UK
MERCH0959,Merchant Generic 959,Retail,Germany
MERCH0960,Merchant Generic 960,Utilities,Australia
MERCH0961,Merchant Generic 961,Dining,Canada
MERCH0962,Merchant Generic 962,Dining,France
MERCH0963,Merchant Generic 963,Entertainment,Canada
MERCH0964,Merchant Generic 964,Retail,Australia
MERCH0965,Merchant Generic 965,Utilities,India
MERCH0966,Merchant Generic 966,Retail,Canada
MERCH0967,Merchant Generic 967,Entertainment,Canada
MERCH0968,Merchant Generic 968,E-commerce,Canada
MERCH0969,Merchant Generic 969,Dining,France
MERCH0970,Merchant Generic 970,Entertainment,Singapore
MERCH0971,Merchant Generic 971,E-commerce,India
MERCH0972,Merchant Generic 972,E-commerce,Germany
MERCH0973,Merchant Generic 973,Entertainment,Australia
MERCH0974,Merchant Generic 974,Travel,Germany
MERCH0975,Merchant Generic 975,Utilities,Singapore
MERCH0976,Merchant Generic 976,E-commerce,Germany
MERCH0977,Merchant Generic 977,Dining,France
MERCH0978,Merchant Generic 978,E-commerce,Canada
MERCH0979,Merchant Generic 979,Dining,Germany
MERCH0980,Merchant Generic 980,Dining,France
MERCH0981,Merchant Generic 981,Travel,France
MERCH0982,Merchant Generic 982,E-commerce,France
MERCH0983,Merchant Generic 983,Entertainment,Singapore
MERCH0984,Merchant Generic 984,Utilities,Germany
MERCH0985,Merchant Generic 985,E-commerce,India
MERCH0986,Merchant Generic 986,Retail,India
MERCH0987,Merchant Generic 987,Retail,India
MERCH0988,Merchant Generic 988,Retail,USA
MERCH0989,Merchant Generic 989,Entertainment,India
MERCH0990,Merchant Generic 990,Retail,USA
MERCH0991,Merchant Generic 991,Entertainment,India
MERCH0992,Merchant Generic 992,Travel,France
MERCH0993,Merchant Generic 993,Travel,Canada
MERCH0994,Merchant Generic 994,Retail,Singapore
MERCH0995,Merchant Generic 995,E-commerce,Germany
MERCH0996,Merchant Generic 996,Dining,USA
MERCH0997,Merchant Generic 997,Dining,Australia
MERCH0998,Merchant Generic 998,Retail,Australia
MERCH0999,Merchant Generic 999,E-commerce,Germany
MERCH1000,Merchant Generic 1000,Utilities,Germany
