MigrationID,Version,MigrationName,ExecutedAt,ExecutionTimeMs,Status
MIG-0306,v1.306,alter_table_merchant_create_table_306,2021-06-21 23:42:00,2408,Success
MIG-0307,v1.307,alter_table_merchant_drop_unused_307,2021-06-24 03:54:00,1481,Success
MIG-0308,v1.308,alter_table_exception_add_column_308,2021-06-26 16:39:00,1198,Success
MIG-0309,v1.309,alter_table_exception_create_table_309,2021-06-28 04:34:00,1454,Success
MIG-0310,v1.310,alter_table_customer_add_column_310,2021-06-29 13:28:00,413,Success
MIG-0311,v1.311,alter_table_merchant_create_table_311,2021-07-01 17:21:00,1975,Success
MIG-0312,v1.312,alter_table_customer_rename_field_312,2021-07-03 04:11:00,1159,Success
MIG-0313,v1.313,alter_table_account_add_column_313,2021-07-05 04:39:00,490,Success
MIG-0314,v1.314,alter_table_exception_rename_field_314,2021-07-07 12:49:00,2499,Success
MIG-0315,v1.315,alter_table_exception_modify_index_315,2021-07-08 19:29:00,627,Success
MIG-0316,v1.316,alter_table_wallet_modify_index_316,2021-07-10 07:57:00,1208,Success
MIG-0317,v1.317,alter_table_card_add_column_317,2021-07-11 17:30:00,1349,Success
MIG-0318,v1.318,alter_table_transaction_add_column_318,2021-07-13 18:16:00,2190,Success
MIG-0319,v1.319,alter_table_card_add_column_319,2021-07-15 00:45:00,2421,Success
MIG-0320,v1.320,alter_table_exception_drop_unused_320,2021-07-17 05:43:00,1611,Success
MIG-0321,v1.321,alter_table_wallet_modify_index_321,2021-07-19 18:23:00,810,Success
MIG-0322,v1.322,alter_table_account_rename_field_322,2021-07-22 04:34:00,1898,Success
MIG-0323,v1.323,alter_table_exception_modify_index_323,2021-07-23 14:13:00,1188,Success
MIG-0324,v1.324,alter_table_account_add_column_324,2021-07-25 15:33:00,540,Success
MIG-0325,v1.325,alter_table_wallet_rename_field_325,2021-07-28 02:51:00,934,Success
MIG-0326,v1.326,alter_table_wallet_create_table_326,2021-07-29 07:55:00,727,Success
MIG-0327,v1.327,alter_table_wallet_drop_unused_327,2021-07-31 12:02:00,652,Success
MIG-0328,v1.328,alter_table_wallet_create_table_328,2021-08-01 16:05:00,1037,Success
MIG-0329,v1.329,alter_table_transaction_drop_unused_329,2021-08-02 16:29:00,1229,Success
MIG-0330,v1.330,alter_table_exception_modify_index_330,2021-08-04 01:02:00,2122,Success
MIG-0331,v1.331,alter_table_card_rename_field_331,2021-08-05 02:37:00,347,Success
MIG-0332,v1.332,alter_table_transaction_modify_index_332,2021-08-06 06:33:00,1552,Success
MIG-0333,v1.333,alter_table_transaction_add_column_333,2021-08-08 18:45:00,417,Success
MIG-0334,v1.334,alter_table_transaction_create_table_334,2021-08-10 23:17:00,453,Success
MIG-0335,v1.335,alter_table_account_modify_index_335,2021-08-13 02:15:00,2065,Failed
MIG-0336,v1.336,alter_table_account_modify_index_335_retry,2021-08-14 04:04:00,1517,Success
MIG-0337,v1.337,alter_table_customer_drop_unused_337,2021-08-15 09:13:00,1448,Success
MIG-0338,v1.338,alter_table_merchant_add_column_338,2021-08-17 18:05:00,2149,Success
MIG-0339,v1.339,alter_table_card_modify_index_339,2021-08-19 21:52:00,313,Success
MIG-0340,v1.340,alter_table_transaction_modify_index_340,2021-08-21 06:46:00,2489,Success
MIG-0341,v1.341,alter_table_transaction_drop_unused_341,2021-08-22 16:28:00,1790,Success
MIG-0342,v1.342,alter_table_merchant_modify_index_342,2021-08-24 17:29:00,1408,Success
MIG-0343,v1.343,alter_table_customer_rename_field_343,2021-08-26 20:45:00,1488,Success
MIG-0344,v1.344,alter_table_merchant_modify_index_344,2021-08-29 03:46:00,536,Success
MIG-0345,v1.345,alter_table_customer_add_column_345,2021-08-30 10:13:00,2059,Success
MIG-0346,v1.346,alter_table_merchant_add_column_346,2021-08-31 12:57:00,2402,Success
MIG-0347,v1.347,alter_table_card_drop_unused_347,2021-09-01 16:04:00,2184,Success
MIG-0348,v1.348,alter_table_account_add_column_348,2021-09-03 02:54:00,2392,Success
MIG-0349,v1.349,alter_table_exception_add_column_349,2021-09-05 15:27:00,1266,Failed
MIG-0350,v1.350,alter_table_exception_add_column_349_retry,2021-09-06 17:37:00,2343,Success
MIG-0351,v1.351,alter_table_account_rename_field_351,2021-09-09 02:43:00,1453,Success
MIG-0352,v1.352,alter_table_card_rename_field_352,2021-09-10 07:56:00,1328,Success
MIG-0353,v1.353,alter_table_account_drop_unused_353,2021-09-11 17:47:00,1115,Success
MIG-0354,v1.354,alter_table_account_add_column_354,2021-09-12 21:56:00,2169,Success
MIG-0355,v1.355,alter_table_wallet_add_column_355,2021-09-14 07:00:00,2171,Success
MIG-0356,v1.356,alter_table_exception_create_table_356,2021-09-16 11:00:00,1851,Success
MIG-0357,v1.357,alter_table_customer_create_table_357,2021-09-17 21:20:00,2383,Success
MIG-0358,v1.358,alter_table_exception_rename_field_358,2021-09-19 06:52:00,1613,Success
MIG-0359,v1.359,alter_table_wallet_modify_index_359,2021-09-20 09:13:00,846,Success
MIG-0360,v1.360,alter_table_wallet_add_column_360,2021-09-21 18:41:00,2311,Success
MIG-0361,v1.361,alter_table_transaction_modify_index_361,2021-09-24 07:18:00,2088,Success
MIG-0362,v1.362,alter_table_account_modify_index_362,2021-09-25 18:26:00,300,Success
MIG-0363,v1.363,alter_table_exception_drop_unused_363,2021-09-27 01:13:00,1845,Success
MIG-0364,v1.364,alter_table_exception_drop_unused_364,2021-09-28 12:56:00,1489,Success
MIG-0365,v1.365,alter_table_transaction_rename_field_365,2021-09-30 13:21:00,552,Success
MIG-0366,v1.366,alter_table_card_drop_unused_366,2021-10-02 00:28:00,1651,Success
MIG-0367,v1.367,alter_table_exception_create_table_367,2021-10-03 00:43:00,1130,Success
MIG-0368,v1.368,alter_table_wallet_rename_field_368,2021-10-05 00:52:00,969,Success
MIG-0369,v1.369,alter_table_account_create_table_369,2021-10-07 09:01:00,933,Success
MIG-0370,v1.370,alter_table_exception_create_table_370,2021-10-09 21:10:00,2080,Success
MIG-0371,v1.371,alter_table_wallet_rename_field_371,2021-10-11 21:27:00,1577,Success
MIG-0372,v1.372,alter_table_merchant_create_table_372,2021-10-14 05:06:00,1765,Success
MIG-0373,v1.373,alter_table_exception_drop_unused_373,2021-10-16 08:43:00,2470,Success
MIG-0374,v1.374,alter_table_exception_rename_field_374,2021-10-17 11:41:00,2229,Success
MIG-0375,v1.375,alter_table_wallet_create_table_375,2021-10-18 20:22:00,316,Success
MIG-0376,v1.376,alter_table_merchant_drop_unused_376,2021-10-21 06:30:00,944,Success
MIG-0377,v1.377,alter_table_customer_create_table_377,2021-10-23 09:46:00,1649,Success
MIG-0378,v1.378,alter_table_exception_rename_field_378,2021-10-25 17:51:00,510,Success
MIG-0379,v1.379,alter_table_account_create_table_379,2021-10-27 02:01:00,262,Success
MIG-0380,v1.380,alter_table_wallet_add_column_380,2021-10-29 13:57:00,1296,Success
MIG-0381,v1.381,alter_table_merchant_modify_index_381,2021-10-31 15:58:00,2140,Success
MIG-0382,v1.382,alter_table_transaction_rename_field_382,2021-11-03 02:42:00,1110,Success
MIG-0383,v1.383,alter_table_customer_drop_unused_383,2021-11-04 09:39:00,1715,Success
MIG-0384,v1.384,alter_table_transaction_create_table_384,2021-11-06 14:39:00,768,Success
MIG-0385,v1.385,alter_table_merchant_rename_field_385,2021-11-08 20:30:00,1691,Success
MIG-0386,v1.386,alter_table_exception_drop_unused_386,2021-11-09 22:42:00,1332,Success
MIG-0387,v1.387,alter_table_account_drop_unused_387,2021-11-11 00:20:00,2413,Success
MIG-0388,v1.388,alter_table_wallet_drop_unused_388,2021-11-12 04:14:00,727,Success
MIG-0389,v1.389,alter_table_merchant_add_column_389,2021-11-13 04:32:00,1270,Success
MIG-0390,v1.390,alter_table_wallet_rename_field_390,2021-11-15 16:06:00,895,Success
MIG-0391,v1.391,alter_table_wallet_drop_unused_391,2021-11-17 16:18:00,245,Success
MIG-0392,v1.392,alter_table_wallet_add_column_392,2021-11-18 21:46:00,1351,Success
MIG-0393,v1.393,alter_table_exception_modify_index_393,2021-11-20 05:52:00,927,Success
MIG-0394,v1.394,alter_table_account_drop_unused_394,2021-11-21 10:18:00,477,Success
MIG-0395,v1.395,alter_table_customer_add_column_395,2021-11-23 19:59:00,1187,Success
MIG-0396,v1.396,alter_table_exception_add_column_396,2021-11-26 06:31:00,1992,Success
MIG-0397,v1.397,alter_table_merchant_modify_index_397,2021-11-27 17:07:00,2130,Success
MIG-0398,v1.398,alter_table_exception_drop_unused_398,2021-11-29 20:14:00,2264,Success
MIG-0399,v1.399,alter_table_account_create_table_399,2021-12-02 06:00:00,1524,Success
MIG-0400,v1.400,alter_table_card_modify_index_400,2021-12-03 12:16:00,1731,Success
MIG-0401,v1.401,alter_table_merchant_modify_index_401,2021-12-04 17:41:00,2031,Success
MIG-0402,v1.402,alter_table_card_rename_field_402,2021-12-06 20:34:00,1634,Success
MIG-0403,v1.403,alter_table_exception_rename_field_403,2021-12-09 00:10:00,1163,Success
MIG-0404,v1.404,alter_table_account_modify_index_404,2021-12-10 02:53:00,105,Success
MIG-0405,v1.405,alter_table_transaction_drop_unused_405,2021-12-12 10:47:00,1986,Success
MIG-0406,v1.406,alter_table_transaction_drop_unused_406,2021-12-13 17:19:00,1587,Success
MIG-0407,v1.407,alter_table_merchant_create_table_407,2021-12-15 20:40:00,2177,Success
MIG-0408,v1.408,alter_table_transaction_create_table_408,2021-12-16 23:57:00,1933,Success
MIG-0409,v1.409,alter_table_merchant_modify_index_409,2021-12-19 08:31:00,64,Success
MIG-0410,v1.410,alter_table_customer_rename_field_410,2021-12-20 19:26:00,357,Success
MIG-0411,v1.411,alter_table_account_create_table_411,2021-12-22 21:42:00,672,Success
MIG-0412,v1.412,alter_table_account_rename_field_412,2021-12-24 10:01:00,1634,Success
MIG-0413,v1.413,alter_table_wallet_add_column_413,2021-12-26 12:34:00,2144,Failed
MIG-0414,v1.414,alter_table_wallet_add_column_413_retry,2021-12-28 18:19:00,1459,Success
MIG-0415,v1.415,alter_table_wallet_create_table_415,2021-12-31 01:57:00,1851,Failed
MIG-0416,v1.416,alter_table_wallet_create_table_415_retry,2022-01-02 07:50:00,917,Success
MIG-0417,v1.417,alter_table_wallet_modify_index_417,2022-01-03 13:26:00,520,Success
MIG-0418,v1.418,alter_table_merchant_add_column_418,2022-01-06 02:07:00,1856,Success
MIG-0419,v1.419,alter_table_customer_drop_unused_419,2022-01-07 02:16:00,1430,Success
MIG-0420,v1.420,alter_table_card_add_column_420,2022-01-09 14:03:00,1364,Success
MIG-0421,v1.421,alter_table_exception_rename_field_421,2022-01-11 14:19:00,1641,Success
MIG-0422,v1.422,alter_table_exception_create_table_422,2022-01-13 18:36:00,152,Success
MIG-0423,v1.423,alter_table_card_create_table_423,2022-01-15 00:23:00,908,Success
MIG-0424,v1.424,alter_table_exception_modify_index_424,2022-01-17 09:33:00,509,Success
MIG-0425,v1.425,alter_table_card_create_table_425,2022-01-18 14:43:00,1290,Success
MIG-0426,v1.426,alter_table_account_create_table_426,2022-01-21 02:02:00,2007,Success
MIG-0427,v1.427,alter_table_account_rename_field_427,2022-01-22 13:27:00,2488,Success
MIG-0428,v1.428,alter_table_account_drop_unused_428,2022-01-23 22:36:00,2234,Success
MIG-0429,v1.429,alter_table_customer_rename_field_429,2022-01-24 23:55:00,73,Success
MIG-0430,v1.430,alter_table_exception_modify_index_430,2022-01-27 12:40:00,710,Success
MIG-0431,v1.431,alter_table_exception_modify_index_431,2022-01-28 14:01:00,192,Success
MIG-0432,v1.432,alter_table_transaction_modify_index_432,2022-01-30 16:12:00,2328,Success
MIG-0433,v1.433,alter_table_customer_drop_unused_433,2022-02-01 23:18:00,2119,Success
MIG-0434,v1.434,alter_table_merchant_rename_field_434,2022-02-04 04:41:00,1362,Success
MIG-0435,v1.435,alter_table_account_modify_index_435,2022-02-05 08:15:00,1693,Success
MIG-0436,v1.436,alter_table_account_add_column_436,2022-02-07 16:45:00,1556,Success
MIG-0437,v1.437,alter_table_exception_drop_unused_437,2022-02-09 17:46:00,1178,Success
MIG-0438,v1.438,alter_table_merchant_modify_index_438,2022-02-11 20:52:00,2246,Success
MIG-0439,v1.439,alter_table_wallet_rename_field_439,2022-02-14 00:14:00,2419,Success
MIG-0440,v1.440,alter_table_wallet_modify_index_440,2022-02-16 07:00:00,657,Success
MIG-0441,v1.441,alter_table_account_create_table_441,2022-02-18 10:45:00,978,Success
MIG-0442,v1.442,alter_table_card_create_table_442,2022-02-20 20:20:00,725,Failed
MIG-0443,v1.443,alter_table_card_create_table_442_retry,2022-02-23 02:04:00,2313,Success
MIG-0444,v1.444,alter_table_merchant_modify_index_444,2022-02-24 08:43:00,1370,Success
MIG-0445,v1.445,alter_table_account_drop_unused_445,2022-02-25 15:34:00,1871,Success
MIG-0446,v1.446,alter_table_wallet_drop_unused_446,2022-02-27 16:46:00,334,Success
MIG-0447,v1.447,alter_table_customer_modify_index_447,2022-03-01 18:11:00,789,Success
MIG-0448,v1.448,alter_table_account_modify_index_448,2022-03-03 03:12:00,2408,Success
MIG-0449,v1.449,alter_table_customer_rename_field_449,2022-03-05 12:39:00,1356,Failed
MIG-0450,v1.450,alter_table_customer_rename_field_449_retry,2022-03-06 13:40:00,1528,Success
MIG-0451,v1.451,alter_table_exception_drop_unused_451,2022-03-09 02:29:00,1815,Success
MIG-0452,v1.452,alter_table_exception_add_column_452,2022-03-10 12:42:00,1743,Success
MIG-0453,v1.453,alter_table_customer_create_table_453,2022-03-12 00:22:00,1716,Success
MIG-0454,v1.454,alter_table_account_create_table_454,2022-03-13 07:07:00,1061,Success
MIG-0455,v1.455,alter_table_wallet_modify_index_455,2022-03-15 09:14:00,1222,Success
MIG-0456,v1.456,alter_table_merchant_add_column_456,2022-03-16 21:36:00,1082,Success
MIG-0457,v1.457,alter_table_account_add_column_457,2022-03-19 09:36:00,249,Success
MIG-0458,v1.458,alter_table_account_drop_unused_458,2022-03-20 14:43:00,1478,Success
MIG-0459,v1.459,alter_table_account_drop_unused_459,2022-03-23 01:00:00,387,Success
MIG-0460,v1.460,alter_table_card_add_column_460,2022-03-25 06:08:00,916,Success
MIG-0461,v1.461,alter_table_transaction_drop_unused_461,2022-03-27 14:32:00,1840,Success
MIG-0462,v1.462,alter_table_wallet_add_column_462,2022-03-28 22:21:00,2385,Success
MIG-0463,v1.463,alter_table_merchant_add_column_463,2022-03-31 09:30:00,100,Success
MIG-0464,v1.464,alter_table_customer_modify_index_464,2022-04-01 12:57:00,580,Success
MIG-0465,v1.465,alter_table_account_modify_index_465,2022-04-03 23:06:00,547,Success
MIG-0466,v1.466,alter_table_wallet_add_column_466,2022-04-06 06:06:00,136,Success
MIG-0467,v1.467,alter_table_customer_add_column_467,2022-04-07 12:13:00,1954,Success
MIG-0468,v1.468,alter_table_card_drop_unused_468,2022-04-08 21:37:00,2356,Success
MIG-0469,v1.469,alter_table_account_modify_index_469,2022-04-10 07:13:00,353,Success
MIG-0470,v1.470,alter_table_card_drop_unused_470,2022-04-11 18:54:00,2198,Success
MIG-0471,v1.471,alter_table_wallet_rename_field_471,2022-04-13 23:20:00,2086,Success
MIG-0472,v1.472,alter_table_transaction_create_table_472,2022-04-16 05:56:00,1379,Success
MIG-0473,v1.473,alter_table_account_create_table_473,2022-04-18 14:29:00,2007,Success
MIG-0474,v1.474,alter_table_merchant_rename_field_474,2022-04-20 16:27:00,569,Success
MIG-0475,v1.475,alter_table_merchant_modify_index_475,2022-04-21 22:23:00,2217,Success
MIG-0476,v1.476,alter_table_customer_create_table_476,2022-04-24 05:23:00,2367,Success
MIG-0477,v1.477,alter_table_account_drop_unused_477,2022-04-26 06:19:00,327,Success
MIG-0478,v1.478,alter_table_merchant_drop_unused_478,2022-04-27 14:18:00,398,Success
MIG-0479,v1.479,alter_table_account_add_column_479,2022-04-30 00:06:00,867,Success
MIG-0480,v1.480,alter_table_wallet_add_column_480,2022-05-02 01:28:00,912,Success
MIG-0481,v1.481,alter_table_transaction_modify_index_481,2022-05-04 03:00:00,1998,Success
MIG-0482,v1.482,alter_table_merchant_add_column_482,2022-05-06 03:50:00,2159,Success
MIG-0483,v1.483,alter_table_account_drop_unused_483,2022-05-08 10:31:00,280,Success
MIG-0484,v1.484,alter_table_card_rename_field_484,2022-05-10 13:05:00,1935,Success
MIG-0485,v1.485,alter_table_card_add_column_485,2022-05-13 00:01:00,2330,Success
MIG-0486,v1.486,alter_table_wallet_drop_unused_486,2022-05-14 12:51:00,1658,Success
MIG-0487,v1.487,alter_table_account_rename_field_487,2022-05-16 17:21:00,1764,Success
MIG-0488,v1.488,alter_table_exception_add_column_488,2022-05-17 19:58:00,1413,Success
MIG-0489,v1.489,alter_table_card_modify_index_489,2022-05-18 23:16:00,2295,Success
MIG-0490,v1.490,alter_table_card_create_table_490,2022-05-20 07:59:00,2352,Success
MIG-0491,v1.491,alter_table_transaction_rename_field_491,2022-05-22 17:26:00,2292,Success
MIG-0492,v1.492,alter_table_transaction_modify_index_492,2022-05-25 03:39:00,436,Success
MIG-0493,v1.493,alter_table_card_rename_field_493,2022-05-27 14:43:00,1920,Success
MIG-0494,v1.494,alter_table_exception_create_table_494,2022-05-28 21:56:00,1409,Success
MIG-0495,v1.495,alter_table_merchant_create_table_495,2022-05-31 07:36:00,1341,Success
MIG-0496,v1.496,alter_table_transaction_drop_unused_496,2022-06-02 16:59:00,1089,Success
MIG-0497,v1.497,alter_table_wallet_create_table_497,2022-06-04 05:17:00,980,Success
MIG-0498,v1.498,alter_table_card_modify_index_498,2022-06-05 05:53:00,405,Success
MIG-0499,v1.499,alter_table_exception_add_column_499,2022-06-06 16:03:00,2241,Success
MIG-0500,v1.500,alter_table_wallet_modify_index_500,2022-06-09 04:07:00,2172,Success
MIG-0501,v1.501,alter_table_account_add_column_501,2022-06-10 04:27:00,476,Success
MIG-0502,v1.502,alter_table_exception_modify_index_502,2022-06-11 11:40:00,1412,Success
MIG-0503,v1.503,alter_table_card_drop_unused_503,2022-06-13 14:20:00,2265,Success
MIG-0504,v1.504,alter_table_transaction_drop_unused_504,2022-06-14 14:28:00,1251,Success
MIG-0505,v1.505,alter_table_wallet_modify_index_505,2022-06-16 15:54:00,2399,Success
MIG-0506,v1.506,alter_table_customer_modify_index_506,2022-06-18 04:47:00,835,Success
MIG-0507,v1.507,alter_table_card_add_column_507,2022-06-20 16:10:00,388,Failed
MIG-0508,v1.508,alter_table_card_add_column_507_retry,2022-06-22 23:18:00,936,Success
MIG-0509,v1.509,alter_table_account_create_table_509,2022-06-25 04:34:00,2218,Success
MIG-0510,v1.510,alter_table_merchant_rename_field_510,2022-06-26 16:52:00,883,Success
MIG-0511,v1.511,alter_table_transaction_rename_field_511,2022-06-29 04:07:00,915,Success
MIG-0512,v1.512,alter_table_account_rename_field_512,2022-07-01 09:43:00,1248,Success
MIG-0513,v1.513,alter_table_wallet_modify_index_513,2022-07-02 21:56:00,569,Success
MIG-0514,v1.514,alter_table_card_create_table_514,2022-07-05 10:26:00,513,Success
MIG-0515,v1.515,alter_table_wallet_add_column_515,2022-07-07 21:08:00,2168,Success
MIG-0516,v1.516,alter_table_transaction_rename_field_516,2022-07-10 08:09:00,163,Success
MIG-0517,v1.517,alter_table_merchant_rename_field_517,2022-07-11 10:43:00,1674,Success
MIG-0518,v1.518,alter_table_merchant_modify_index_518,2022-07-12 13:37:00,2016,Failed
MIG-0519,v1.519,alter_table_merchant_modify_index_518_retry,2022-07-14 16:16:00,1820,Failed
MIG-0520,v1.520,alter_table_merchant_modify_index_518_retry_retry,2022-07-16 22:39:00,391,Success
MIG-0521,v1.521,alter_table_exception_rename_field_521,2022-07-19 03:59:00,47,Success
MIG-0522,v1.522,alter_table_wallet_create_table_522,2022-07-20 08:14:00,24,Success
MIG-0523,v1.523,alter_table_wallet_create_table_523,2022-07-22 19:50:00,871,Success
MIG-0524,v1.524,alter_table_account_modify_index_524,2022-07-24 05:43:00,1747,Success
MIG-0525,v1.525,alter_table_merchant_modify_index_525,2022-07-25 15:10:00,213,Success
MIG-0526,v1.526,alter_table_customer_add_column_526,2022-07-27 17:49:00,2069,Success
MIG-0527,v1.527,alter_table_customer_add_column_527,2022-07-28 23:45:00,512,Success
MIG-0528,v1.528,alter_table_wallet_add_column_528,2022-07-31 09:06:00,1741,Success
MIG-0529,v1.529,alter_table_merchant_modify_index_529,2022-08-02 16:19:00,806,Failed
MIG-0530,v1.530,alter_table_merchant_modify_index_529_retry,2022-08-04 19:49:00,1525,Success
MIG-0531,v1.531,alter_table_card_create_table_531,2022-08-06 06:06:00,1278,Success
MIG-0532,v1.532,alter_table_wallet_modify_index_532,2022-08-07 14:15:00,1011,Success
MIG-0533,v1.533,alter_table_account_add_column_533,2022-08-09 01:00:00,920,Success
MIG-0534,v1.534,alter_table_wallet_add_column_534,2022-08-11 02:56:00,2393,Success
MIG-0535,v1.535,alter_table_card_modify_index_535,2022-08-13 03:29:00,962,Success
MIG-0536,v1.536,alter_table_transaction_drop_unused_536,2022-08-14 06:47:00,2136,Success
MIG-0537,v1.537,alter_table_wallet_drop_unused_537,2022-08-15 13:35:00,2438,Success
MIG-0538,v1.538,alter_table_merchant_rename_field_538,2022-08-16 19:16:00,1594,Success
MIG-0539,v1.539,alter_table_merchant_drop_unused_539,2022-08-18 08:04:00,1419,Success
MIG-0540,v1.540,alter_table_exception_create_table_540,2022-08-19 10:49:00,1534,Success
MIG-0541,v1.541,alter_table_merchant_rename_field_541,2022-08-21 16:45:00,898,Success
MIG-0542,v1.542,alter_table_exception_rename_field_542,2022-08-23 02:11:00,551,Success
MIG-0543,v1.543,alter_table_transaction_modify_index_543,2022-08-24 02:18:00,1316,Success
MIG-0544,v1.544,alter_table_transaction_add_column_544,2022-08-25 09:31:00,268,Success
MIG-0545,v1.545,alter_table_customer_add_column_545,2022-08-26 21:30:00,334,Success
MIG-0546,v1.546,alter_table_customer_drop_unused_546,2022-08-27 23:20:00,1557,Success
MIG-0547,v1.547,alter_table_merchant_drop_unused_547,2022-08-30 01:37:00,2230,Success
MIG-0548,v1.548,alter_table_wallet_modify_index_548,2022-09-01 11:49:00,2179,Success
MIG-0549,v1.549,alter_table_card_create_table_549,2022-09-02 22:09:00,1148,Success
MIG-0550,v1.550,alter_table_customer_drop_unused_550,2022-09-05 07:15:00,815,Success
MIG-0551,v1.551,alter_table_account_rename_field_551,2022-09-06 18:13:00,203,Success
MIG-0552,v1.552,alter_table_card_modify_index_552,2022-09-09 00:16:00,788,Success
MIG-0553,v1.553,alter_table_card_drop_unused_553,2022-09-10 10:50:00,211,Success
MIG-0554,v1.554,alter_table_exception_modify_index_554,2022-09-11 22:22:00,157,Success
MIG-0555,v1.555,alter_table_exception_modify_index_555,2022-09-14 08:18:00,1981,Success
MIG-0556,v1.556,alter_table_account_modify_index_556,2022-09-16 14:47:00,1759,Success
MIG-0557,v1.557,alter_table_card_drop_unused_557,2022-09-17 19:55:00,2303,Success
MIG-0558,v1.558,alter_table_transaction_rename_field_558,2022-09-20 03:34:00,2191,Success
MIG-0559,v1.559,alter_table_exception_create_table_559,2022-09-22 03:50:00,1389,Success
MIG-0560,v1.560,alter_table_account_add_column_560,2022-09-24 11:18:00,2051,Success
MIG-0561,v1.561,alter_table_transaction_drop_unused_561,2022-09-26 21:39:00,2074,Success
MIG-0562,v1.562,alter_table_exception_create_table_562,2022-09-28 07:22:00,1935,Success
MIG-0563,v1.563,alter_table_transaction_rename_field_563,2022-09-30 12:17:00,1749,Success
MIG-0564,v1.564,alter_table_transaction_drop_unused_564,2022-10-01 22:23:00,2144,Success
MIG-0565,v1.565,alter_table_transaction_add_column_565,2022-10-04 09:32:00,2396,Success
MIG-0566,v1.566,alter_table_transaction_create_table_566,2022-10-05 11:20:00,515,Success
MIG-0567,v1.567,alter_table_card_modify_index_567,2022-10-06 16:06:00,1608,Success
MIG-0568,v1.568,alter_table_card_create_table_568,2022-10-09 04:40:00,1668,Success
MIG-0569,v1.569,alter_table_account_drop_unused_569,2022-10-10 14:58:00,36,Success
MIG-0570,v1.570,alter_table_wallet_create_table_570,2022-10-12 23:17:00,2256,Success
MIG-0571,v1.571,alter_table_transaction_drop_unused_571,2022-10-15 05:09:00,1937,Success
MIG-0572,v1.572,alter_table_customer_rename_field_572,2022-10-16 07:36:00,1340,Success
MIG-0573,v1.573,alter_table_card_create_table_573,2022-10-18 17:15:00,1642,Success
MIG-0574,v1.574,alter_table_card_create_table_574,2022-10-19 23:19:00,2327,Success
MIG-0575,v1.575,alter_table_wallet_drop_unused_575,2022-10-22 05:17:00,1586,Success
MIG-0576,v1.576,alter_table_customer_create_table_576,2022-10-24 13:11:00,861,Success
MIG-0577,v1.577,alter_table_customer_drop_unused_577,2022-10-26 01:49:00,507,Success
MIG-0578,v1.578,alter_table_transaction_modify_index_578,2022-10-27 03:54:00,2338,Success
MIG-0579,v1.579,alter_table_customer_create_table_579,2022-10-29 14:12:00,1827,Success
MIG-0580,v1.580,alter_table_card_drop_unused_580,2022-10-30 23:34:00,1498,Success
MIG-0581,v1.581,alter_table_account_create_table_581,2022-11-01 00:47:00,1625,Failed
MIG-0582,v1.582,alter_table_account_create_table_581_retry,2022-11-03 12:02:00,733,Success
MIG-0583,v1.583,alter_table_account_modify_index_583,2022-11-05 19:51:00,1230,Success
MIG-0584,v1.584,alter_table_customer_add_column_584,2022-11-08 03:33:00,27,Success
MIG-0585,v1.585,alter_table_account_create_table_585,2022-11-10 05:40:00,774,Success
MIG-0586,v1.586,alter_table_account_add_column_586,2022-11-12 08:53:00,770,Success
MIG-0587,v1.587,alter_table_account_modify_index_587,2022-11-14 20:53:00,1174,Success
MIG-0588,v1.588,alter_table_customer_modify_index_588,2022-11-17 08:34:00,1758,Success
MIG-0589,v1.589,alter_table_transaction_modify_index_589,2022-11-19 17:22:00,1596,Success
MIG-0590,v1.590,alter_table_merchant_drop_unused_590,2022-11-21 22:00:00,1602,Success
MIG-0591,v1.591,alter_table_exception_modify_index_591,2022-11-24 01:51:00,28,Success
MIG-0592,v1.592,alter_table_exception_rename_field_592,2022-11-26 02:30:00,178,Success
MIG-0593,v1.593,alter_table_transaction_add_column_593,2022-11-28 11:09:00,1210,Success
MIG-0594,v1.594,alter_table_transaction_rename_field_594,2022-11-30 14:55:00,348,Success
MIG-0595,v1.595,alter_table_wallet_create_table_595,2022-12-01 16:23:00,451,Success
MIG-0596,v1.596,alter_table_customer_add_column_596,2022-12-03 20:02:00,434,Success
MIG-0597,v1.597,alter_table_account_drop_unused_597,2022-12-05 05:00:00,1966,Success
MIG-0598,v1.598,alter_table_merchant_add_column_598,2022-12-06 17:17:00,244,Success
MIG-0599,v1.599,alter_table_transaction_add_column_599,2022-12-07 20:29:00,1572,Success
MIG-0600,v1.600,alter_table_transaction_modify_index_600,2022-12-09 07:32:00,1001,Success
MIG-0601,v1.601,alter_table_wallet_create_table_601,2022-12-10 09:09:00,848,Success
MIG-0602,v1.602,alter_table_transaction_modify_index_602,2022-12-12 11:57:00,1463,Success
MIG-0603,v1.603,alter_table_merchant_add_column_603,2022-12-15 00:55:00,1143,Success
MIG-0604,v1.604,alter_table_transaction_add_column_604,2022-12-16 09:25:00,651,Success
MIG-0605,v1.605,alter_table_wallet_drop_unused_605,2022-12-18 16:38:00,2393,Success
MIG-0606,v1.606,alter_table_transaction_rename_field_606,2022-12-20 18:53:00,1531,Success
MIG-0607,v1.607,alter_table_customer_drop_unused_607,2022-12-22 21:42:00,1202,Success
MIG-0608,v1.608,alter_table_customer_drop_unused_608,2022-12-25 09:12:00,645,Success
MIG-0609,v1.609,alter_table_account_rename_field_609,2022-12-26 09:55:00,1236,Success
MIG-0610,v1.610,alter_table_card_create_table_610,2022-12-28 18:33:00,359,Success
